filename,T_sky_K,Transmission
00060716_geop5000.parquet,8.161124961229662,0.9687257825595875
00060814_geop5000.parquet,3.4701571590648634,0.9865059043773088
00060820_geop5000.parquet,7.982956305787886,0.9695314131799923
00062616_geop5000.parquet,5.102342056640747,0.9801196112434162
00062618_geop5000.parquet,5.2326462973153705,0.979578693301819
00062718_geop5000.parquet,5.705672040968185,0.9778867454244373
00062811_geop5000.parquet,13.950829352969523,0.9452874187819436
00062813_geop5000.parquet,14.841988857136068,0.9418318518952735
00063010_geop5000.parquet,12.261785540576819,0.9533506322873265
00063013_geop5000.parquet,10.766662263939669,0.9590697616252
00063016_geop5000.parquet,11.106317788615932,0.957855587893502
00070110_geop5000.parquet,7.354818796951458,0.9716615583946561
00070113_geop5000.parquet,10.35346146905536,0.9603692990411375
00071214_geop5000.parquet,7.3776274873563965,0.9712049716103536
00071219_geop5000.parquet,7.27166210459266,0.971542919104602
00071315_geop5000.parquet,4.320631631939488,0.9832535748089353
00071319_geop5000.parquet,4.3101596893505,0.9832755902363642
00071513_geop5000.parquet,10.18893063067901,0.9604202415610771
00071721_geop5000.parquet,14.713224386887614,0.9421698800621402
00071918_geop5000.parquet,5.9058337154539275,0.9771506085822624
00072302_geop5000.parquet,7.675098599480767,0.969875133612013
00072504_geop5000.parquet,6.732704235656628,0.9740277634688524
00072518_geop5000.parquet,7.595070072011661,0.9710262339875547
00072617_geop5000.parquet,13.329663276740757,0.9482684810142537
00072818_geop5000.parquet,11.283187441238773,0.9565896154895802
00072910_geop5000.parquet,12.921598445787902,0.949636831660296
00073018_geop5000.parquet,8.85585588880398,0.9654296413060248
00073109_geop5000.parquet,4.939602399647106,0.980846762196567
00073118_geop5000.parquet,4.662801061144176,0.9820926119176682
00080313_geop5000.parquet,3.4245961725513667,0.986656918006204
00080322_geop5000.parquet,6.91254843783898,0.9733307578154896
00080411_geop5000.parquet,9.286304557149025,0.9645564933399092
00080603_geop5000.parquet,8.619785628555523,0.9669190484364194
00082215_geop5000.parquet,13.53046549430603,0.9482993173338199
00121216_geop5000.parquet,43.385554726594826,0.8354434844246541
00121316_geop5000.parquet,11.84732472382598,0.9552282772692137
00121318_geop5000.parquet,11.994561430218152,0.9547456708444428
00121414_geop5000.parquet,9.088827850453242,0.9655958838483866
00121418_geop5000.parquet,9.908170656230558,0.9625967135337753
00121514_geop5000.parquet,11.429911057902196,0.9566127917547402
00121518_geop5000.parquet,5.986849845430133,0.977155433110251
00121614_geop5000.parquet,12.898640266034008,0.9517279422212659
00121615_geop5000.parquet,18.54756565338267,0.9307517961370392
00121618_geop5000.parquet,13.091290454741952,0.9512458199396011
00121713_geop5000.parquet,26.1023752525238,0.9027544062905067
01040403_geop5000.parquet,38.25762661314437,0.8568493278806063
01040405_geop5000.parquet,31.15887178759642,0.8830600300116017
01040507_geop5000.parquet,19.24328104351757,0.9272462045516735
01040508_geop5000.parquet,14.445574196297299,0.9453203356203728
01040608_geop5000.parquet,15.982922626549472,0.9392973578030355
01040609_geop5000.parquet,16.090214115190555,0.9393063569005138
01040901_geop5000.parquet,37.04872837005289,0.8604956769295603
01040903_geop5000.parquet,24.642812977661603,0.9065040758215022
01040905_geop5000.parquet,20.024465404635876,0.9232796896341577
01041001_geop5000.parquet,21.339642675306294,0.9198838265240004
