filename,T_sky_K,Transmission
00060716_geop5000.parquet,5.520165952747758,0.9782727220526058
00060814_geop5000.parquet,4.555848233418989,0.9819479379065125
00060820_geop5000.parquet,5.450697817353586,0.9785504420977674
00062616_geop5000.parquet,4.874694352249696,0.9806173218894084
00062618_geop5000.parquet,4.908412545733976,0.980486563021716
00062718_geop5000.parquet,4.979012293948298,0.9802700787911197
00062811_geop5000.parquet,6.68066292961187,0.973435401004677
00062813_geop5000.parquet,6.891805317369583,0.9726247863222343
00063010_geop5000.parquet,6.326094080191515,0.9753197902193379
00063013_geop5000.parquet,5.9692740273742295,0.9767457265247195
00063016_geop5000.parquet,6.031068390721653,0.9765317743825811
00070110_geop5000.parquet,5.270918781459521,0.9792926436360438
00070113_geop5000.parquet,5.909250970710368,0.9768892507554383
00071214_geop5000.parquet,5.382032612738677,0.9784984049363676
00071219_geop5000.parquet,5.364502970434463,0.978550050260512
00071315_geop5000.parquet,4.754837242563408,0.9811205936915528
00071319_geop5000.parquet,4.691096102654622,0.9814196701355578
00071513_geop5000.parquet,5.921745221259382,0.9765364490783632
00071721_geop5000.parquet,6.81397405342296,0.972915393240235
00071918_geop5000.parquet,5.060275402461261,0.979840290147678
00072302_geop5000.parquet,5.408530145007006,0.9782087073871616
00072504_geop5000.parquet,5.214719782201943,0.9793670765031343
00072518_geop5000.parquet,5.3671718136052995,0.9789345287121115
00072617_geop5000.parquet,6.480175566232042,0.9745557611520408
00072818_geop5000.parquet,6.067976128898135,0.9761886619841106
00072910_geop5000.parquet,6.43460717927193,0.9745281331657492
00073018_geop5000.parquet,5.664525713157365,0.9773825485631875
00073109_geop5000.parquet,4.835800074144984,0.9808219441617864
00073118_geop5000.parquet,4.717531769852292,0.9813871675543611
00080313_geop5000.parquet,4.475282646617148,0.9823559860622394
00080322_geop5000.parquet,5.198373109059828,0.9795784547377592
00080411_geop5000.parquet,5.606076336950423,0.9781764549589185
00080603_geop5000.parquet,5.564439471454746,0.9780726695659214
00082215_geop5000.parquet,6.557505620423846,0.9743813623312245
00121216_geop5000.parquet,12.864450362240634,0.9509160174490335
00121316_geop5000.parquet,6.076664286229297,0.976624563412994
00121318_geop5000.parquet,6.088566112993311,0.9766031485509487
