filename,T_sky_K,Transmission
00060716_geop5000.parquet,4.101797506896109,0.9841483939962588
00060814_geop5000.parquet,2.233598506464033,0.9912340287976507
00060820_geop5000.parquet,4.023460224229015,0.9844932826477457
00062616_geop5000.parquet,2.879300705825534,0.9886892096729775
00062618_geop5000.parquet,2.932350244374472,0.9884711145636609
00062718_geop5000.parquet,3.113849300221296,0.9878294832788865
00062811_geop5000.parquet,6.425392478550059,0.974711078100007
00062813_geop5000.parquet,6.792221354040358,0.9732893321158609
00063010_geop5000.parquet,5.7388214812195875,0.978024329559448
00063013_geop5000.parquet,5.12332902897047,0.9803920903689388
00063016_geop5000.parquet,5.257677559475599,0.9799126347223007
00070110_geop5000.parquet,3.757527516803323,0.9854280375708374
00070113_geop5000.parquet,4.96288043129748,0.9808873918397834
00071214_geop5000.parquet,3.7974480469891203,0.9850609536710782
00071219_geop5000.parquet,3.7559975819468607,0.9851923447150543
00071315_geop5000.parquet,2.5777858916907435,0.9899024257111114
00071319_geop5000.parquet,2.55843182398176,0.9899835453962801
00071513_geop5000.parquet,4.9123997935194215,0.9808099321146508
00071721_geop5000.parquet,6.728327242947049,0.9734790027038617
00071918_geop5000.parquet,3.205997597523006,0.9874602643007229
00072302_geop5000.parquet,3.9125621134602975,0.9845098759030401
00072504_geop5000.parquet,3.528599417444992,0.9862656851386047
00072518_geop5000.parquet,3.8650138415557436,0.9851166573989862
00072617_geop5000.parquet,6.151845932468185,0.9760500315811916
00072818_geop5000.parquet,5.331133716733894,0.979379651549639
00072910_geop5000.parquet,6.001457042287659,0.9765162940435005
00073018_geop5000.parquet,4.384058364430631,0.9827670665920709
00073109_geop5000.parquet,2.812859934159514,0.988992908811587
00073118_geop5000.parquet,2.6874794370266217,0.9895627082308295
00080313_geop5000.parquet,2.1969617214334543,0.991389661455272
00080322_geop5000.parquet,3.584682577087391,0.9860833679528959
00080411_geop5000.parquet,4.514536953812331,0.9826700612468923
00080603_geop5000.parquet,4.274453477166739,0.9834624081473228
00082215_geop5000.parquet,6.243777348124472,0.9760095109130018
00121216_geop5000.parquet,18.736712730001734,0.928820455781248
00121316_geop5000.parquet,5.526897356244208,0.9790172167652078
00121318_geop5000.parquet,5.581616584019735,0.9788411666864945
00121414_geop5000.parquet,4.4252892673540165,0.9831453703283461
00121418_geop5000.parquet,4.752200256354637,0.9819455112850705
00121514_geop5000.parquet,5.37345069219024,0.979491110790496
00121518_geop5000.parquet,3.188105150971912,0.9877532502681255
00121614_geop5000.parquet,5.961344794746241,0.9775427836141329
00121615_geop5000.parquet,8.251463877440758,0.9690413660022539
00121618_geop5000.parquet,6.030446752001501,0.977395631778176
00121713_geop5000.parquet,11.374898538884185,0.9574808117401596
01040403_geop5000.parquet,16.541082901461373,0.9379449095297435
01040405_geop5000.parquet,13.504376276902407,0.9491599773771893
01040507_geop5000.parquet,8.546562211083456,0.9675652059743989
01040508_geop5000.parquet,6.586991943441672,0.9749517135398061
01040608_geop5000.parquet,7.179548768533957,0.9726138351615121
01040609_geop5000.parquet,7.246577429386509,0.972545287342328
01040901_geop5000.parquet,16.022368689164736,0.9395272800731078
01040903_geop5000.parquet,10.769043467343483,0.9590333551863334
01040905_geop5000.parquet,8.856098146018788,0.9659952767917608
01041001_geop5000.parquet,9.403106119727235,0.9645634289172508
01041003_geop5000.parquet,5.931929942040163,0.9772858789504056
01041006_geop5000.parquet,10.866852255656607,0.9588756825366337
01041008_geop5000.parquet,5.87019966986267,0.9777569178409138
01041101_geop5000.parquet,14.03322421462094,0.9472784670042659
01041103_geop5000.parquet,14.600616660472923,0.9452702358688568
01041104_geop5000.parquet,5.881382930478804,0.9778115254720012
01041106_geop5000.parquet,16.490779376255496,0.9379153233684591
01041107_geop5000.parquet,15.985427088519547,0.9397648866999659
01041109_geop5000.parquet,15.958162789908297,0.9398506549990044
01042419_geop5000.parquet,11.143569904552823,0.9570239610045825
01042518_geop5000.parquet,5.328749422527764,0.9797121175439237
01042602_geop5000.parquet,7.676948703018592,0.9706839738409847
01042619_geop5000.parquet,3.54292697457446,0.9864057599787237
01042714_geop5000.parquet,2.871890531212242,0.988894168689972
01042718_geop5000.parquet,4.21769950285895,0.9836904077130119
01042815_geop5000.parquet,7.897326088651777,0.9692334235581279
01042819_geop5000.parquet,9.871573716529046,0.9622026969794366
01042900_geop5000.parquet,11.677554484121819,0.9551021740001208
01042914_geop5000.parquet,17.816852913921736,0.9308940155958946
01043014_geop5000.parquet,9.299340091398768,0.9640642983526067
01043018_geop5000.parquet,10.006167620754349,0.9614686540350006
01050114_geop5000.parquet,11.886693297107609,0.9540957562974894
01050119_geop5000.parquet,11.9834768570283,0.9537319970112362
01050123_geop5000.parquet,14.776702611589217,0.9430804115507997
01050219_geop5000.parquet,10.054524636939973,0.9611675610250082
01050300_geop5000.parquet,12.952467977405382,0.9501972205678562
01050314_geop5000.parquet,5.962874786807047,0.9769890280197403
01050318_geop5000.parquet,7.148576237683522,0.9726058766731353
01050400_geop5000.parquet,7.888815774761744,0.969893388598101
01050414_geop5000.parquet,5.0720604345073435,0.9804468514026806
01050418_geop5000.parquet,7.645945306965862,0.9706844631726375
01050423_geop5000.parquet,15.916194677575415,0.9389749720884016
01050514_geop5000.parquet,24.945077072667793,0.9056505649206459
01050516_geop5000.parquet,24.643714798195,0.906764879815222
01050518_geop5000.parquet,31.697574951119663,0.8796151602743018
01120719_geop5000.parquet,3.7637205053206326,0.9857237759589911
01120814_geop5000.parquet,12.11398825946012,0.9545096620098827
01120818_geop5000.parquet,10.587745849592308,0.9597933967956144
01120913_geop5000.parquet,7.105158804710877,0.9729318419575459
01121013_geop5000.parquet,4.137408952395843,0.9842900579082084
01121016_geop5000.parquet,3.772193494406616,0.9857121843574481
01121019_geop5000.parquet,2.8689447271057222,0.9890878406313777
01121114_geop5000.parquet,3.399114710531307,0.9870097045517757
01121219_geop5000.parquet,3.522542868908645,0.9865567608458078
01121313_geop5000.parquet,3.089645216656084,0.9879546838139661
01121318_geop5000.parquet,4.017405478534879,0.9845600827390025
02110315_geop5000.parquet,5.9239150052482055,0.977422657790045
98082115_geop5000.parquet,22.988890829949046,0.9142026356252876
98083121_geop5000.parquet,3.72984567039349,0.9854915505851023
98100917_geop5000.parquet,1.8174246445631557,0.992894987778644
98101003_geop5000.parquet,4.558801849269269,0.9823838346810498
98101103_geop5000.parquet,5.4057868840676235,0.9790787089724369
98101116_geop5000.parquet,3.4441346600325415,0.9866564978528105
98101202_geop5000.parquet,6.80567168192493,0.9735797199730828
98101218_geop5000.parquet,2.808117431304642,0.9891557049137522
98102414_geop5000.parquet,12.998369631807394,0.9498512184883755
98102512_geop5000.parquet,2.116557706913061,0.991772114082122
98102521_geop5000.parquet,3.8744938520311236,0.9849615357879589
98112405_geop5000.parquet,4.289803112374205,0.9836520564097656
98112411_geop5000.parquet,1.9430079453448759,0.992434599603747
98112416_geop5000.parquet,3.0230771691598397,0.9884703161625314
98112423_geop5000.parquet,10.293904079826461,0.9610702388941252
98112516_geop5000.parquet,2.4983038844542547,0.9904365096826304
98112521_geop5000.parquet,9.654755099605186,0.9634674456126255
98112615_geop5000.parquet,5.014157381820564,0.9810498550663175
98112621_geop5000.parquet,5.91250398837521,0.9777633127298981
98112715_geop5000.parquet,6.001235364509962,0.9775123650910262
