filename,PWV_mm,T_eff_K,T_moy_K,T_min_K,z_moy_m,std_vert_m,T_sky_K,Transmission
00060716_geop5000.parquet,0.558548349622334,262.6094746861396,262.64578089980125,266.46,5562.8758354681895,846.6735334559256,51.268575265489844,0.8048753281552821
00060814_geop5000.parquet,0.1930629951727245,260.52117907656327,260.82534988887073,268.2,6235.246895836741,1168.0157875565951,18.746394251399177,0.9279832131055908
00060820_geop5000.parquet,0.5561936595705406,264.0142489095322,264.76692207029816,268.03,5574.474609361962,849.0693084789901,50.52114417394266,0.8087052846560138
00062616_geop5000.parquet,0.3474606769363168,258.4647889104933,257.5928926691448,270.75,6304.235520446136,1161.7552510530163,31.55425245760335,0.8780694223035124
00062618_geop5000.parquet,0.3627183604838234,257.6875127483578,256.8696304224863,271.91,6404.091867340913,1214.9090488034078,32.608226445807595,0.8736796387513408
00062718_geop5000.parquet,0.4021873994468014,259.7942562886316,259.174935279218,269.92999999999995,6219.164249452208,1119.1796227128173,36.06367668973536,0.8613554899536633
00062811_geop5000.parquet,1.2021871749427475,254.82042739542013,255.34375714480075,263.08,6603.841578427924,1177.421315117929,90.18476829894036,0.6477694595450723
00062813_geop5000.parquet,1.29013140347235,254.9510065531884,255.11793505373197,265.45,6650.645295708758,1166.200448709086,95.22208991871236,0.6283969722488775
00063010_geop5000.parquet,0.9183441798991568,263.6713276286813,264.72473858269524,264.26,5698.010712320597,931.7367045722924,77.1445382915467,0.7079333095972085
00063013_geop5000.parquet,0.8353406308395823,263.7808716111599,264.6954680033251,269.51,5926.729999604151,1089.0644508743403,69.55497749088106,0.73699026469097
00063016_geop5000.parquet,0.8795968780506528,264.3282392125781,264.1678896181056,274.67999999999995,5969.835255906372,1021.8959836627388,72.1567174250833,0.7277570197030286
00070110_geop5000.parquet,0.5583096591315895,260.4106838571389,261.58165564358615,263.73,6305.001322769664,1151.2866378577655,47.87078238743322,0.8165886528496471
00070113_geop5000.parquet,0.8235836097689899,261.80315314114216,262.5781110633287,268.81,6160.940871775302,1142.7067525711768,67.74077158113079,0.7420379633868478
00071214_geop5000.parquet,0.5457081745547168,257.5773611544748,257.5074864692592,267.77,6164.584944135813,1040.0604869896308,47.87954826631447,0.8144430905933162
00071219_geop5000.parquet,0.5436788425558865,256.68631459809126,255.57213671383735,267.71,6297.08727449508,1110.2450534720415,47.299495468772236,0.8161338702940428
00071315_geop5000.parquet,0.2647011609960867,261.05204464272555,261.33625280470426,269.62,6050.050063947061,1222.0790991758563,25.222426430487836,0.9033850793149596
00071319_geop5000.parquet,0.2711944743378111,260.0188995253084,260.4431551633678,269.17,6191.577581683929,1324.0304389675648,25.416357417118984,0.9023430513387171
00071513_geop5000.parquet,0.7633885710937498,257.9052184307299,257.4402182451413,264.27,5924.975642283338,1152.2014362995983,65.55628647375792,0.7465061610843452
00071721_geop5000.parquet,1.272174946766776,254.1282558949109,252.80026088122636,265.0,6601.973911877365,1189.297252326789,94.40747945352108,0.6303502411247973
00071918_geop5000.parquet,0.3928288827802772,261.22308136040766,260.81929461579125,267.04,5715.989248205537,843.5703844656758,36.81351597309146,0.8590324563914402
00072302_geop5000.parquet,0.5592136009440329,256.2980545766882,256.58910966184635,261.37,5963.260711172721,1003.5183505610432,49.608427249437,0.8067201497080987
00072504_geop5000.parquet,0.4951772996973446,260.93162020378304,260.8167495306116,268.65,6193.642443701891,1093.064441170523,43.44356972488453,0.8337597695720482
00072518_geop5000.parquet,0.5726903957833962,264.1106672213244,263.8091441442845,274.22,6070.580499838846,831.164145066831,49.49411383162143,0.8127597354310206
00072617_geop5000.parquet,1.1822204758745976,257.4823570176637,256.80643284743206,273.17,6796.997292794058,1134.8202555574755,87.25751941360244,0.6629423440797502
00072818_geop5000.parquet,0.8812680578877232,260.69406214892126,259.95497835654777,269.69,5930.980613418718,779.7328267884149,73.07782811120725,0.7202092377273788
00072910_geop5000.parquet,1.0165068950821885,256.7929704459162,258.1002059275564,258.67999999999995,6006.108909129243,1055.1909656319765,82.47399219541933,0.6796270305503838
00073018_geop5000.parquet,0.6680567797440332,257.2954474167628,256.28280418410606,266.28,6023.772927027343,867.1645419078627,57.77618549735654,0.7758403536758496
