   TIME       PMB      TEMP    TDEW     RH      GEOP     AZ      EL   SPEED     DIR   E.TIME   RT    Battery
               mb       øC      øC      %      meters    deg     deg   m/s      deg    secs  Status     v
Scale Factors  1.00000 1.00000   Flight # 128
11:50:12.30   555.46  -11.26 9999.00   27.64     5000 9999.00 9999.00   999.0     999     0.00       0   7.930
11:50:43.11   554.36  -10.07  -25.21   27.50     5015  102.78    9.23   999.0     999     3.44       0   7.880
11:50:44.21   553.81   -9.89  -25.08   27.44     5023  104.50    9.88    10.2     295     4.50       0   7.890
11:50:45.25   553.30   -9.78  -25.00   27.39     5030  102.18    9.77    10.1     295     5.57       0   7.880
11:50:46.35   552.80   -9.60  -24.88   27.32     5037   97.85    9.77    10.1     295     6.64       0   7.870
11:50:47.39   552.29   -9.42  -24.75   27.26     5044  100.60    9.10    10.0     295     7.71       0   7.870
11:50:48.49   551.80   -9.28  -24.65   27.19     5051  104.45   11.13     9.9     296     8.78       0   7.880
11:50:49.54   551.33   -9.16  -24.58   27.12     5057  111.88   12.40     9.9     296     9.84       0   7.870
11:50:50.58   550.90   -9.08  -24.54   27.05     5064  113.57   11.98     9.9     296    10.91       0   7.870
11:50:51.68   550.45   -9.03  -24.52   26.98     5070  110.68   10.93     9.9     296    11.98       0   7.890
11:50:52.72   549.99   -9.00  -24.52   26.92     5076  111.72    8.55    10.0     296    13.04       0   7.870
11:50:53.82   549.51   -8.99  -24.54   26.86     5083 9999.00 9999.00    10.1     296    14.11       0   7.860
11:50:54.86   549.03   -8.99  -24.56   26.81     5090 9999.00 9999.00    10.1     296    15.18       0   7.860
11:50:55.96   548.57   -9.00  -24.59   26.75     5096 9999.00 9999.00    10.2     296    16.25       0   7.880
11:50:57.01   548.12   -9.01  -24.63   26.69     5103 9999.00 9999.00    10.4     297    17.31       0   7.860
11:50:58.05   547.67   -9.04  -24.68   26.62     5109 9999.00 9999.00    10.5     297    18.38       0   7.860
11:50:59.15   547.21   -9.07  -24.74   26.55     5116 9999.00 9999.00    10.6     297    19.45       0   7.860
11:51:00.19   546.79   -9.11  -24.80   26.47     5121 9999.00 9999.00    10.7     297    20.51       0   7.860
11:51:01.29   546.38   -9.15  -24.87   26.39     5127 9999.00 9999.00    10.9     297    21.58       0   7.870
11:51:02.33   545.98   -9.19  -24.94   26.31     5133 9999.00 9999.00    11.1     297    22.65       0   7.870
11:51:03.38   545.60   -9.23  -25.01   26.23     5138 9999.00 9999.00    11.3     297    23.71       0   7.850
11:51:04.48   545.25   -9.27  -25.08   26.16     5143  111.59   21.06    11.5     297    24.78       0   7.850
11:51:05.52   544.87   -9.32  -25.14   26.08     5149  112.45   21.94    11.7     297    25.85       0   7.860
11:51:06.62   544.45   -9.36  -25.21   26.00     5155  113.30   22.82    11.9     297    26.92       0   7.840
11:51:07.66   544.06   -9.40  -25.28   25.93     5160  114.45   24.00    12.1     298    27.98       0   7.840
11:51:08.76   543.69   -9.45  -25.35   25.85     5165  112.31   21.39    12.2     298    29.05       0   7.850
11:51:09.80   543.38   -9.49  -25.42   25.78     5170  113.06   22.16    12.3     298    30.12       0   7.850
11:51:10.85   543.07   -9.53  -25.49   25.71     5174  113.95   23.05    12.3     299    31.18       0   7.830
11:51:11.95   542.76   -9.58  -25.55   25.65     5179  113.49   21.43    12.4     299    32.25       0   7.830
11:51:12.99   542.41   -9.62  -25.61   25.60     5184  114.21   22.12    12.4     299    33.32       0   7.840
11:51:14.09   542.06   -9.66  -25.67   25.54     5189  113.56   20.50    12.5     299    34.38       0   7.850
11:51:15.13   541.73   -9.70  -25.73   25.49     5193  114.24   21.12    12.6     299    35.45       0   7.830
11:51:16.23   541.40   -9.74  -25.78   25.45     5198  114.92   21.74    12.8     299    36.52       0   7.840
11:51:17.27   541.10   -9.79  -25.83   25.41     5202  114.11   20.12    13.0     299    37.58       0   7.840
11:51:18.32   540.78   -9.83  -25.88   25.37     5207  114.75   20.68    13.1     299    38.65       0   7.840
11:51:19.42   540.44   -9.87  -25.93   25.34     5212  115.38   21.23    13.3     299    39.72       0   7.840
11:51:20.46   540.10   -9.91  -25.98   25.31     5216  114.33   20.05    13.4     299    40.78       0   7.820
11:51:21.56   539.75   -9.95  -26.03   25.28     5222  114.92   20.56    13.6     299    41.85       0   7.840
11:51:22.60   539.42   -9.99  -26.08   25.26     5226  115.75   21.27    13.8     299    42.92       0   7.840
11:51:23.70   539.08  -10.04  -26.12   25.23     5231  114.70   19.93    14.0     299    43.98       0   7.840
11:51:24.74   538.76  -10.08  -26.17   25.22     5236  115.26   20.40    14.2     299    45.05       0   7.840
11:51:25.79   538.42  -10.12  -26.21   25.20     5241  115.95   20.98    14.4     299    46.12       0   7.840
11:51:26.89   538.08  -10.16  -26.25   25.18     5245  114.99   19.92    14.6     299    47.18       0   7.820
11:51:27.93   537.73  -10.21  -26.30   25.17     5250  115.51   20.36    14.8     299    48.25       0   7.820
11:51:29.03   537.40  -10.25  -26.34   25.15     5255  116.07   20.83    14.9     298    49.32       0   7.840
11:51:30.07   537.05  -10.30  -26.39   25.14     5260  115.59   19.80    15.1     298    50.38       0   7.820
11:51:31.17   536.72  -10.34  -26.43   25.13     5265  116.10   20.21    15.2     298    51.45       0   7.830
11:51:32.21   536.38  -10.39  -26.48   25.11     5270  115.51   19.45    15.3     298    52.52       0   7.820
11:51:33.26   536.04  -10.41  -26.50   25.11     5275  115.99   19.83    15.4     298    53.58       0   7.820
11:51:34.36   535.65  -10.45  -26.54   25.09     5280  116.47   20.22    15.5     298    54.65       0   7.850
11:51:35.40   535.29  -10.49  -26.58   25.08     5285  115.25   19.52    15.5     298    55.72       0   7.810
11:51:36.50   534.90  -10.54  -26.62   25.07     5291  115.69   19.88    15.6     298    56.78       0  99.990
11:51:37.54   534.49  -10.58  -26.67   25.06     5297  116.14   20.24    15.7     298    57.85       0   7.820
11:51:38.64   534.13  -10.63  -26.72   25.05     5302  116.57   19.18    15.7     298    58.92       0   7.830
11:51:39.68   533.77  -10.68  -26.76   25.04     5307  117.02   19.52    15.8     297    59.98       0   7.800
11:51:40.73   533.44  -10.73  -26.81   25.02     5312  117.60   19.95    15.8     297    61.05       0   7.820
11:51:41.83   533.16  -10.78  -26.86   25.01     5316  116.31   19.13    15.8     297    62.12       0   7.810
11:51:42.87   532.85  -10.83  -26.90   25.00     5321  116.72   19.44    15.8     297    63.18       0   7.820
11:51:43.97   532.53  -10.88  -26.95   24.99     5325  117.20   19.80    15.9     297    64.25       0   7.830
11:51:45.01   532.19  -10.92  -26.99   24.98     5330  116.70   18.81    15.9     297    65.32       0   7.810
11:51:46.06   531.84  -10.96  -27.03   24.97     5335  117.10   19.11    15.9     296    66.38       0   7.800
11:51:47.15   531.51  -11.00  -27.07   24.95     5340  115.90   18.77    15.9     296    67.45       0   7.820
11:51:48.20   531.19  -11.04  -27.12   24.94     5345  116.29   19.05    15.9     296    68.52       0   7.820
11:51:49.30   530.84  -11.09  -27.16   24.92     5350  116.67   19.34    15.9     296    69.58       0   7.790
11:51:50.34   530.48  -11.13  -27.21   24.90     5355  115.60   18.84    15.8     296    70.65       0   7.810
11:51:51.44   530.09  -11.18  -27.26   24.87     5360  115.96   19.12    15.8     296    71.72       0   7.800
11:51:52.48   529.71  -11.22  -27.31   24.85     5366  116.32   19.39    15.7     296    72.78       0   7.820
11:51:53.52   529.31  -11.27  -27.36   24.82     5372  116.34   18.57    15.5     296    73.85       0   7.810
11:51:54.62   528.95  -11.31  -27.41   24.79     5377  116.70   18.83    15.4     295    74.92       0   7.790
11:51:55.67   528.59  -11.36  -27.46   24.75     5382  117.18   19.17    15.3     295    75.98       0   7.810
11:51:56.77   528.20  -11.40  -27.51   24.72     5388  116.04   18.78    15.1     295    77.05       0   7.800
11:51:57.81   527.85  -11.44  -27.56   24.70     5393  116.38   19.03    15.0     295    78.12       0   7.810
11:51:58.85   527.51  -11.48  -27.61   24.66     5398  116.78   19.33    14.9     295    79.18       0   7.790
11:51:59.95   527.19  -11.52  -27.67   24.61     5403  115.90   18.79    14.8     294    80.25       0   7.800
11:52:00.99   526.84  -11.56  -27.72   24.57     5408  116.23   19.03    14.7     294    81.32       0   7.810
11:52:02.09   526.51  -11.60  -27.78   24.52     5412  116.55   19.27    14.6     294    82.38       0   7.790
11:52:03.14   526.17  -11.65  -27.84   24.46     5417  115.31   18.86    14.6     294    83.45       0   7.800
11:52:04.24   525.83  -11.69  -27.90   24.41     5422  115.61   19.09    14.5     294    84.52       0   7.800
11:52:05.28   525.52  -11.73  -27.96   24.36     5427  115.54   18.56    14.5     294    85.58       0   7.790
11:52:06.32   525.22  -11.77  -28.02   24.31     5431  115.84   18.79    14.5     294    86.65       0   7.800
11:52:07.42   524.93  -11.82  -28.07   24.26     5435  116.14   19.01    14.5     294    87.72       0   7.800
11:52:08.46   524.64  -11.86  -28.13   24.21     5440  115.64   18.42    14.5     294    88.78       0   7.790
11:52:09.56   524.35  -11.89  -28.18   24.16     5444  115.93   18.64    14.5     294    89.85       0   7.780
11:52:10.61   524.06  -11.93  -28.23   24.12     5448  116.35   18.95    14.5     294    90.92       0   7.800
11:52:11.65   523.74  -11.96  -28.28   24.07     5453  115.51   18.46    14.4     294    91.98       0   7.790
11:52:12.75   523.46  -12.00  -28.33   24.03     5457  115.78   18.67    14.4     294    93.05       0   7.790
11:52:13.79   523.15  -12.03  -28.38   23.99     5461  116.13   18.92    14.3     293    94.11       0   7.790
11:52:14.89   522.87  -12.06  -28.42   23.95     5466  115.35   18.39    14.3     293    95.18       0   7.790
11:52:15.93   522.58  -12.10  -28.46   23.92     5470  115.62   18.59    14.2     293    96.25       0   7.860
11:52:16.98   522.28  -12.13  -28.51   23.89     5474  115.90   18.80    14.1     293    97.31       0   7.790
11:52:18.08   521.98  -12.16  -28.55   23.86     5478  115.50   18.49    14.0     293    98.38       0   7.780
11:52:19.12   521.66  -12.20  -28.59   23.84     5483  115.76   18.69    13.9     293    99.45       0   7.770
11:52:20.22   521.32  -12.23  -28.63   23.81     5488  115.08   18.44    13.9     293   100.51       0   7.780
11:52:21.26   521.01  -12.27  -28.67   23.79     5493  115.33   18.63    13.8     293   101.58       0   7.780
11:52:22.36   520.65  -12.31  -28.71   23.77     5498  115.58   18.82    13.7     293   102.65       0   7.790
11:52:23.40   520.31  -12.35  -28.75   23.76     5503  115.65   18.00    13.6     293   103.71       0   7.780
11:52:24.45   519.97  -12.39  -28.79   23.74     5508  115.90   18.18    13.6     293   104.78       0   7.770
11:52:25.55   519.61  -12.43  -28.83   23.73     5513  116.15   18.36    13.5     293   105.85       0   7.780
11:52:26.59   519.28  -12.47  -28.87   23.72     5518  115.16   17.85    13.5     293   106.91       0   7.770
11:52:27.69   518.95  -12.50  -28.90   23.71     5523  115.40   18.03    13.5     293   107.98       0   7.760
11:52:28.73   518.62  -12.53  -28.93   23.71     5528  115.70   18.25    13.5     293   109.04       0   7.770
11:52:29.83   518.30  -12.56  -28.95   23.71     5533  115.04   18.46    13.5     292   110.11       0   7.770
11:52:30.87   518.01  -12.57  -28.97   23.71     5537  115.27   18.63    13.6     292   111.18       0   7.760
11:52:31.92   517.69  -12.59  -28.98   23.71     5542  115.53   18.83    13.6     292   112.24       0   7.770
11:52:33.02   517.38  -12.60  -28.99   23.72     5546  115.17   18.22    13.6     291   113.31       0   7.770
11:52:34.06   517.07  -12.62  -28.99   23.73     5551  115.39   18.39    13.7     291   114.38       0   7.770
11:52:35.16   516.77  -12.63  -29.00   23.74     5555  115.11   18.13    13.7     290   115.44       0   7.780
11:52:36.20   516.47  -12.64  -29.00   23.76     5560  115.32   18.29    13.8     290   116.51       0   7.760
11:52:37.25   516.17  -12.66  -29.01   23.77     5564  115.54   18.45    13.9     290   117.57       0   7.770
