   TIME       PMB      TEMP    TDEW     RH      GEOP     AZ      EL   SPEED     DIR   E.TIME   RT    Battery
               mb       øC      øC      %      meters    deg     deg   m/s      deg    secs  Status     v
Scale Factors  1.00000 1.00000   Flight # 64
10:48:34.99   552.56  -11.60 9999.00   63.48     5000 9999.00 9999.00   999.0     999     0.00       0  99.990
10:48:49.87   551.24  -12.07  -17.44   63.86     5018  280.43-127732640560372913000000.00   999.0     999    13.08       0  99.990
10:48:50.92   550.99  -11.94  -17.30   63.92     5022  288.49-67942575393696840200000.00   999.0     999    14.13       0  99.990
10:48:52.12   550.69  -11.79  -17.15   63.97     5026  282.42-142891966578433934000000.00   999.0     999    15.34       0   6.830
10:48:54.21   550.19  -11.63  -16.99   64.01     5033  296.31-43954496993436939300000.00   999.0     999    17.42       0  99.990
10:48:55.26   549.93  -11.47  -16.84   64.05     5036  288.87-116698292333206892000000.00   999.0     999    18.46       0   6.830
10:48:56.30   549.66  -11.32  -16.68   64.08     5040  295.00-74114381473485244300000.00   999.0     999    19.50       0   6.840
10:48:57.34   549.44  -11.18  -16.55   64.10     5043  301.13-31530470612492286400000.00   999.0     999    20.54       0   6.840
10:48:58.39   549.17  -11.07  -16.44   64.11     5047  292.95-98655899629723152600000.00   999.0     999    21.58       0   6.850
10:48:59.43   548.92  -10.98  -16.36   64.11     5051  298.45-61000305615278281100000.00   999.0     999    22.63       0   6.840
10:49:00.47   548.70  -10.91  -16.29   64.10     5054  303.89-23703336304977297500000.00   999.0     999    23.67       0   6.820
10:49:01.52   548.44  -10.85  -16.25   64.07     5057  296.45-84279756846524822200000.00   999.0     999    24.71       0   6.840
10:49:02.56   548.20  -10.82  -16.21   64.06     5061  301.35-51101930749115353800000.00   999.0     999    25.75       0   6.840
10:49:03.60   547.96  -10.79  -16.19   64.05     5064  306.25-17924104650726632800000.00   999.0     999    26.79       0   6.830
10:49:04.65   547.70  -10.78  -16.19   64.01     5068  299.06-71602062762630371600000.00   999.0     999    27.83       0   6.830
10:49:05.69   547.48  -10.77  -16.19   63.96     5071  303.51-41669893510577652800000.00   999.0     999    28.87       0   6.830
10:49:06.73   547.22  -10.77  -16.20   63.90     5075  129.70    0.00   999.0     999    29.91       0   6.840
10:49:07.78   546.97  -10.78  -16.21   63.87     5078  301.27-62520535026378469300000.00   999.0     999    30.95       0   6.840
10:49:08.77   546.70  -10.78  -16.22   63.84     5082  305.34-35300506329581673800000.00   999.0     999    31.99       0   6.830
10:49:09.81   546.41  -10.78  -16.23   63.82     5086  130.63    0.00   999.0     999    33.03       0   6.820
10:49:10.85   546.15  -10.79  -16.22   63.84     5090  303.27-54948022479013455900000.00   999.0     999    34.07       0   6.830
10:49:11.90   545.88  -10.78  -16.22   63.84     5093  307.03-29989476539987874800000.00   999.0     999    35.11       0  99.990
10:49:12.94   545.61  -10.80  -16.24   63.83     5097  131.55    0.00   999.0     999    36.15       0  99.990
10:49:15.36   544.99  -10.83  -16.26   63.84     5106  309.61-17431649442148273600000.00   999.0     999    38.54       0  99.990
10:49:18.49   544.18  -10.86  -16.29   63.84     5117  310.48-13940099078199911100000.00   999.0     999    41.67       0  99.990
10:49:21.56   543.25  -10.87  -16.31   63.84     5130  310.86-11105861487837812100000.00   999.0     999    44.79       0   6.830
10:49:24.70   542.37  -10.89  -16.32   63.84     5143  133.10    0.00   999.0     999    47.91       0   6.820
10:49:27.83   541.47  -10.94  -16.40   63.67     5156  133.32    0.00   999.0     999    51.03       0   6.830
10:49:28.54   541.26  -10.95  -16.42   63.63     5159  307.28-41127620659330043300000.00   999.0     999    51.76       0  99.990
10:49:29.58   540.96  -10.97  -16.45   63.58     5163  309.84-24421293651453162800000.00   999.0     999    52.80       0  99.990
10:49:34.80   539.44  -10.99  -16.48   63.51     5185  308.42-34146012900754473400000.00   999.0     999    58.00       0   6.820
10:49:38.54   538.39  -10.97  -16.45   63.57     5200  310.05-21743826437718390300000.00   999.0     999    61.75       0  99.990
10:49:42.05   537.37  -11.04  -16.56   63.33     5214  311.07-14452955072162265300000.00   999.0     999    65.25       0  99.990
10:49:45.57   536.39  -11.11  -16.68   63.06     5228  312.23-7797076464955381780000.00   999.0     999    68.75       0  99.990
10:49:46.23   536.22  -11.18  -16.80   62.79     5231  308.04-34932664429014146900000.00   999.0     999    69.44       0  99.990
10:49:47.27   535.93  -11.26  -16.89   62.66     5235  309.97-22266431965695582400000.00   999.0     999    70.49       0   6.820
10:49:48.31   535.69  -11.30  -16.96   62.53     5238  311.89-9720830287823601930000.00   999.0     999    71.53       0   6.830
10:49:49.36   535.46  -11.37  -17.07   62.28     5241  308.42-32269004027258896100000.00   999.0     999    72.57       0   6.840
10:49:50.40   535.20  -11.44  -17.18   62.07     5245  310.26-20226323692034906400000.00   999.0     999    73.61       0   6.830
10:49:51.44   534.97  -11.50  -17.29   61.80     5249  312.10-8183643356828096530000.00   999.0     999    74.65       0  99.990
10:49:52.49   534.74  -11.56  -17.37   61.68     5252  308.46-29922003961252258200000.00   999.0     999    75.69       0   6.820
10:49:53.53   534.52  -11.62  -17.46   61.47     5255  310.23-18343477390326827600000.00   999.0     999    76.73       0   6.830
10:49:54.57   534.35  -11.67  -17.55   61.28     5257  311.99-6764950819392806980000.00   999.0     999    77.77       0   6.820
10:49:55.62   534.13  -11.72  -17.63   61.11     5261  308.59-27178744264880308600000.00   999.0     999    78.81       0   6.820
10:49:56.66   533.93  -11.77  -17.71   60.93     5263  310.29-16022392195220817000000.00   999.0     999    79.85       0   6.830
10:49:57.71   533.69  -11.82  -17.78   60.78     5267  132.73    0.00   999.0     999    80.89       0   6.820
