   TIME       PMB      TEMP    TDEW     RH      GEOP     AZ      EL   SPEED     DIR   E.TIME   RT    Battery
               mb       øC      øC      %      meters    deg     deg   m/s      deg    secs  Status     v
Scale Factors  1.00000 1.00000   Flight # 107
01:10:13.61   557.12   -6.91 9999.00   30.75     5000 9999.00 9999.00   999.0     999     0.00       0   7.850
01:10:35.80   556.11   -6.50  -20.83   30.82     5014   89.28   12.98   999.0     999     2.37       0   7.840
01:10:36.84   555.68   -6.51  -20.82   30.83     5020   90.97   15.55     7.5     281     3.42       0   7.830
01:10:37.94   555.32   -6.52  -20.83   30.85     5025   92.20   16.48     7.6     281     4.47       0   7.830
01:10:38.98   554.91   -6.53  -20.83   30.87     5031   96.22   20.13     7.6     281     5.53       0   7.820
01:10:40.03   554.48   -6.57  -20.85   30.90     5037   97.82   21.65     7.7     281     6.58       0   7.840
01:10:41.07   554.05   -6.61  -20.88   30.94     5043   97.68   24.48     7.8     281     7.64       0   7.830
01:10:42.12   553.63   -6.66  -20.91   30.98     5049   96.72   25.02     7.9     281     8.69       0   7.830
01:10:43.21   553.29   -6.72  -20.94   31.02     5054   95.88   25.10     8.0     281     9.74       0   7.850
01:10:44.26   553.00   -6.78  -20.98   31.07     5058   95.80   24.20     8.1     281    10.80       0   7.830
01:10:45.30   552.71   -6.84  -21.01   31.11     5062   96.03   23.67     8.2     281    11.85       0   7.840
01:10:46.34   552.37   -6.89  -21.04   31.16     5067   96.78   23.95     8.3     281    12.91       0   7.840
01:10:47.39   552.05   -6.93  -21.06   31.20     5071   96.63   23.85     8.3     282    13.96       0   7.830
01:10:48.43   551.61   -6.96  -21.08   31.24     5078   96.40   23.77     8.4     282    15.01       0   7.830
01:10:49.53   551.18   -6.99  -21.09   31.26     5084   97.49   23.54     8.5     282    16.07       0   7.840
01:10:50.57   550.78   -7.01  -21.10   31.29     5089   98.04   24.44     8.6     282    17.12       0   7.840
01:10:51.62   550.33   -7.03  -21.11   31.31     5096   97.53   23.83     8.6     282    18.18       0   7.840
01:10:52.66   549.93   -7.06  -21.12   31.34     5101   98.02   24.65     8.7     282    19.23       0   7.820
01:10:53.70   549.57   -7.09  -21.14   31.37     5106   98.50   25.46     8.7     282    20.28       0   7.840
01:10:54.80   549.24   -7.12  -21.16   31.39     5111   98.48   23.87     8.9     282    21.34       0   7.820
01:10:55.85   548.96   -7.15  -21.18   31.42     5115   98.94   24.56     9.0     282    22.39       0   7.820
01:10:56.89   548.65   -7.19  -21.20   31.46     5120   99.60   25.55     9.1     282    23.45       0   7.830
01:10:57.93   548.31   -7.23  -21.22   31.49     5124   99.55   23.84     9.3     282    24.50       0   7.830
01:10:58.98   547.99   -7.27  -21.24   31.54     5129  100.00   24.45     9.4     282    25.55       0   7.830
01:11:00.08   547.62   -7.31  -21.26   31.58     5134  100.57   25.23     9.6     282    26.61       0   7.830
01:11:01.12   547.30   -7.36  -21.28   31.63     5139   99.45   23.85     9.8     282    27.66       0   7.830
01:11:02.16   547.00   -7.40  -21.30   31.69     5143   99.85   24.39    10.0     283    28.72       0   7.840
01:11:03.21   546.70   -7.44  -21.32   31.75     5147  100.30   25.00    10.1     283    29.77       0   7.830
01:11:04.25   546.39   -7.49  -21.33   31.81     5152   99.36   24.37    10.2     283    30.83       0   7.820
01:11:05.35   546.04   -7.53  -21.35   31.87     5157   99.71   24.87    10.3     283    31.88       0   7.830
01:11:06.39   545.71   -7.57  -21.36   31.94     5161   99.94   23.32    10.4     283    32.93       0   7.840
01:11:07.44   545.39   -7.61  -21.37   32.01     5166  100.29   23.76    10.5     283    33.99       0   7.840
01:11:08.48   545.07   -7.65  -21.38   32.08     5171  100.64   24.19    10.6     283    35.04       0   7.830
01:11:09.52   544.75   -7.69  -21.39   32.16     5175  100.36   23.31    10.6     283    36.10       0   7.810
01:11:10.62   544.39   -7.73  -21.40   32.23     5180  100.69   23.71    10.6     283    37.15       0   7.820
01:11:11.67   544.09   -7.78  -21.41   32.31     5185  101.02   24.10    10.6     283    38.21       0   7.830
01:11:12.71   543.79   -7.82  -21.42   32.39     5189  100.06   23.78    10.5     283    39.26       0   7.830
01:11:13.75   543.48   -7.86  -21.42   32.47     5193  100.36   24.16    10.5     283    40.31       0   7.820
01:11:14.80   543.15   -7.90  -21.43   32.54     5198  100.65   24.54    10.4     283    41.37       0   7.810
01:11:15.89   542.85   -7.94  -21.44   32.62     5202  100.41   23.47    10.3     283    42.42       0   7.830
01:11:16.94   542.54   -7.98  -21.45   32.69     5207  100.69   23.81    10.3     283    43.48       0   7.820
01:11:17.98   542.24   -8.02  -21.46   32.77     5211  101.07   24.27    10.3     283    44.53       0   7.810
01:11:19.03   541.97   -8.06  -21.47   32.84     5215  101.24   23.34    10.3     283    45.59       0   7.840
01:11:20.07   541.63   -8.10  -21.48   32.91     5220  101.52   23.65    10.3     283    46.64       0   7.820
01:11:21.17   541.28   -8.14  -21.50   32.98     5225  101.85   24.02    10.3     283    47.70       0   7.820
01:11:22.21   540.94   -8.18  -21.51   33.05     5230  101.86   23.30    10.3     283    48.75       0   7.820
01:11:23.25   540.64   -8.23  -21.52   33.11     5234  102.13   23.59    10.3     283    49.80       0   7.820
01:11:24.30   540.34   -8.27  -21.54   33.18     5238  102.43   23.90    10.3     283    50.86       0   7.830
01:11:25.34   540.06   -8.31  -21.55   33.24     5242  101.13   23.35    10.3     283    51.91       0   7.810
01:11:26.44   539.76   -8.35  -21.57   33.30     5247  101.38   23.62    10.3     283    52.97       0   7.810
01:11:27.48   539.44   -8.38  -21.58   33.36     5251  101.37   23.14    10.3     284    54.02       0   7.810
01:11:28.53   539.17   -8.42  -21.59   33.41     5255  101.61   23.40    10.3     284    55.08       0   7.820
01:11:29.57   538.91   -8.46  -21.61   33.47     5259  101.85   23.66    10.3     283    56.13       0   7.810
01:11:30.61   538.64   -8.49  -21.62   33.52     5263  101.32   23.11    10.3     283    57.19       0   7.820
01:11:31.71   538.40   -8.53  -21.64   33.57     5266  101.54   23.36    10.2     283    58.24       0   7.870
01:11:32.76   538.12   -8.57  -21.65   33.62     5270  101.77   23.61    10.2     283    59.30       0   7.810
01:11:33.80   537.83   -8.60  -21.67   33.67     5274  101.28   22.72    10.2     283    60.35       0   7.800
01:11:34.84   537.54   -8.64  -21.69   33.72     5279  101.49   22.95    10.2     283    61.41       0   7.820
01:11:35.89   537.26   -8.68  -21.70   33.77     5283  101.80   23.27    10.2     283    62.46       0   7.820
01:11:36.93   536.96   -8.71  -21.72   33.82     5287  101.82   22.98    10.2     283    63.51       0   7.820
01:11:38.03   536.67   -8.75  -21.73   33.86     5291  102.03   23.20    10.2     283    64.57       0   7.840
01:11:39.07   536.32   -8.78  -21.75   33.91     5296  102.30   23.48    10.1     283    65.62       0   7.830
01:11:40.12   535.98   -8.82  -21.76   33.96     5301  101.80   22.86    10.1     283    66.68       0   7.820
01:11:41.16   535.68   -8.85  -21.77   34.01     5305  102.00   23.07    10.1     283    67.73       0   7.800
01:11:42.26   535.35   -8.88  -21.79   34.06     5310  102.22   23.30    10.1     283    68.79       0   7.820
01:11:43.30   535.08   -8.92  -21.80   34.12     5314  102.11   22.81    10.1     283    69.84       0   7.820
01:11:44.35   534.85   -8.95  -21.81   34.17     5317  102.31   23.01    10.1     283    70.90       0   7.820
01:11:45.39   534.58   -8.99  -21.83   34.23     5321  101.75   22.79    10.0     283    71.95       0   7.840
01:11:46.43   534.30   -9.03  -21.84   34.28     5325  101.94   22.98    10.0     283    73.01       0   7.810
01:11:47.53   533.98   -9.06  -21.85   34.34     5330  102.13   23.17    10.0     283    74.06       0   7.810
01:11:48.58   533.65   -9.10  -21.87   34.40     5335  101.78   22.57    10.0     283    75.12       0   7.820
01:11:49.62   533.36   -9.14  -21.88   34.46     5339  101.95   22.75    10.0     283    76.17       0   7.800
01:11:50.66   533.08   -9.18  -21.90   34.52     5343  102.13   22.93    10.0     283    77.23       0   7.820
01:11:51.71   532.82   -9.22  -21.91   34.58     5347  101.97   22.45     9.9     283    78.28       0   7.820
01:11:52.80   532.56   -9.25  -21.92   34.64     5351  102.14   22.62     9.9     283    79.34       0   7.810
01:11:53.85   532.31   -9.29  -21.94   34.71     5354  102.32   22.79     9.9     283    80.39       0   7.810
01:11:54.89   532.02   -9.33  -21.95   34.78     5358  101.72   22.85     9.9     283    81.45       0   7.820
01:11:55.94   531.78   -9.37  -21.96   34.84     5362  101.88   23.02     9.9     283    82.50       0   7.810
01:11:57.03   531.53   -9.40  -21.97   34.91     5366  102.10   23.25     9.9     283    83.56       0   7.820
01:11:58.08   531.20   -9.44  -21.98   34.98     5370  102.36   22.62     9.9     283    84.61       0   7.810
01:11:59.12   530.92   -9.48  -21.99   35.06     5374  102.53   22.78     9.9     283    85.67       0   7.810
01:12:00.16   530.58   -9.51  -22.00   35.13     5379  102.72   22.98     9.8     283    86.72       0   7.820
01:12:01.21   530.29   -9.55  -22.01   35.20     5384  102.18   22.47     9.8     283    87.78       0   7.800
01:12:02.25   529.98   -9.59  -22.02   35.27     5388  102.34   22.62     9.7     283    88.83       0   7.800
01:12:03.35   529.69   -9.63  -22.03   35.34     5392  102.50   22.77     9.7     283    89.89       0   7.810
01:12:04.39   529.42   -9.66  -22.04   35.41     5396  102.16   22.57     9.7     283    90.94       0   7.810
01:12:05.44   529.19   -9.70  -22.05   35.49     5400  102.32   22.72     9.6     283    92.00       0   7.810
01:12:06.48   528.93   -9.74  -22.06   35.56     5403  102.09   22.50     9.6     283    93.05       0   7.810
01:12:07.58   528.67   -9.78  -22.07   35.64     5407  102.24   22.65     9.6     283    94.11       0   7.820
01:12:08.62   528.37   -9.82  -22.08   35.71     5412  102.39   22.79     9.5     283    95.16       0   7.800
01:12:09.67   528.06   -9.85  -22.09   35.79     5416  102.18   22.47     9.5     283    96.22       0   7.800
01:12:10.71   527.80   -9.89  -22.10   35.87     5420  102.33   22.61     9.5     283    97.27       0   7.820
01:12:11.75   527.55   -9.93  -22.10   35.94     5424  102.47   22.75     9.5     283    98.33       0   7.820
01:12:12.85   527.20   -9.96  -22.11   36.02     5429  102.16   22.45     9.5     283    99.38       0   7.810
01:12:13.90   526.90  -10.00  -22.12   36.10     5433  102.30   22.58     9.5     283   100.44       0   7.810
01:12:14.94   526.57  -10.04  -22.13   36.18     5438  102.50   22.77     9.5     283   101.49       0   7.810
