   TIME       PMB      TEMP    TDEW     RH      GEOP     AZ      EL   SPEED     DIR   E.TIME   RT    Battery
               mb       øC      øC      %      meters    deg     deg  knots     deg    secs  Status     v
Scale Factors  1.00000 1.94385   Flight # 270
22:00:32.44   924.66   30.18 9999.00   19.77      760 9999.00 9999.00   999.0     999     0.00       0  11.590
22:01:26.98   920.84   28.29    3.79   20.41      797   89.65    5.15    10.4     276    -0.45       0  11.590
22:01:28.41   920.08   28.26    3.78   20.44      804 9999.00 9999.00    10.5     276     1.01       0  11.590
22:01:29.89   919.28   28.23    3.77   20.46      812 9999.00 9999.00    10.5     276     2.48       0  11.590
22:01:31.38   918.55   28.11    3.71   20.52      819   90.96   21.36    10.7     276     3.94       0  11.590
22:01:32.81   917.83   28.04    3.68   20.56      826   91.45   27.41    10.7     276     5.41       0  11.590
22:01:34.29   917.20   27.96    3.64   20.60      832   95.98   24.56    10.7     276     6.87       0  11.590
22:01:35.77   916.58   27.88    3.60   20.64      838   97.33   28.72    10.7     276     8.34       0  11.590
22:01:37.20   916.00   27.80    3.57   20.68      843 9999.00 9999.00    10.7     276     9.80       0  11.590
22:01:38.68   915.48   27.73    3.53   20.72      848 9999.00 9999.00   999.0     999    11.27       0  11.590
22:01:40.17   914.90   27.66    3.50   20.75      854 9999.00 9999.00   999.0     999    12.73       0  11.590
22:01:41.59   914.35   27.59    3.45   20.78      859 9999.00 9999.00   999.0     999    14.20       0  11.590
22:01:43.08   913.82   27.52    3.41   20.81      864 9999.00 9999.00   999.0     999    15.66       0  11.590
22:01:44.56   913.23   27.44    3.37   20.84      870 9999.00 9999.00   999.0     999    17.13       0  11.590
22:01:45.99   912.67   27.36    3.32   20.87      876 9999.00 9999.00   999.0     999    18.59       0  11.590
22:01:47.47   912.11   27.27    3.27   20.91      881 9999.00 9999.00   999.0     999    20.05       0  11.590
22:01:48.95   911.60   27.18    3.23   20.95      886 9999.00 9999.00   999.0     999    21.52       0  11.590
22:01:50.38   911.04   27.10    3.20   21.01      891 9999.00 9999.00   999.0     999    22.98       0  11.590
22:01:51.86   910.47   27.02    3.16   21.06      897 9999.00 9999.00   999.0     999    24.45       0  11.590
22:01:53.35   909.89   26.94    3.14   21.13      903 9999.00 9999.00   999.0     999    25.91       0  11.590
22:01:54.78   909.30   26.86    3.12   21.21      908   94.93   35.19   999.0     999    27.38       0  11.590
22:01:56.26   908.73   26.78    3.11   21.29      914   95.21   36.80   999.0     999    28.84       0  11.590
22:01:57.74   908.20   26.71    3.10   21.37      919 9999.00 9999.00   999.0     999    30.31       0  11.590
22:01:59.17   907.65   26.64    3.10   21.45      924 9999.00 9999.00   999.0     999    31.77       0  11.590
22:02:00.65   907.13   26.57    3.10   21.53      929 9999.00 9999.00   999.0     999    33.24       0  11.590
22:02:02.14   906.67   26.51    3.09   21.60      934 9999.00 9999.00   999.0     999    34.70       0  11.590
22:02:03.56   906.20   26.45    3.08   21.66      938 9999.00 9999.00   999.0     999    36.16       0  11.590
22:02:05.05   905.77   26.40    3.07   21.73      942 9999.00 9999.00   999.0     999    37.63       0  11.590
22:02:06.53   905.27   26.34    3.06   21.79      947 9999.00 9999.00   999.0     999    39.09       0  11.590
22:02:07.96   904.77   26.29    3.06   21.85      952  100.88   35.48    10.5     296    40.56       0  11.590
22:02:09.44   904.23   26.23    3.05   21.91      957  101.32   36.70    10.5     296    42.02       0  11.590
22:02:10.92   903.66   26.18    3.05   21.98      963  102.01   35.26    10.6     296    43.49       0  11.590
22:02:12.35   903.09   26.12    3.05   22.05      968  102.50   36.45    10.7     296    44.95       0  11.590
22:02:13.84   902.55   26.07    3.04   22.11      974  102.90   34.16    10.8     296    46.42       0  11.590
22:02:15.32   902.04   26.02    3.03   22.16      979  103.40   35.25    10.9     296    47.88       0  11.590
22:02:16.75   901.54   25.96    3.02   22.21      984  103.44   33.20    11.0     295    49.35       0  11.590
22:02:18.23   901.08   25.91    3.00   22.26      988  103.95   34.25    11.0     295    50.81       0  11.590
22:02:19.71   900.65   25.85    2.99   22.32      992  104.38   32.63    11.1     295    52.27       0  11.590
22:02:21.14   900.26   25.80    2.98   22.38      996  104.93   33.65    11.1     295    53.74       0  11.590
