   TIME       PMB      TEMP    TDEW     RH      GEOP     AZ      EL   SPEED     DIR   E.TIME   RT    Battery
               mb       øC      øC      %      meters    deg     deg   m/s      deg    secs  Status     v
12:51:28.02   556.72    3.10  -17.01   21.11     4998  266.88-27469998074051629700000.00   999.0     999    87.08       0   7.770
12:51:29.12   556.73    3.21  -16.88   21.16     4998  267.94-17085654975630545000000.00   999.0     999    88.15       0   7.770
12:51:30.22   556.73    3.32  -16.75   21.23     4998  269.02-6604261942753272790000.00   999.0     999    89.23       0   7.770
12:51:31.26   556.70    3.43  -16.60   21.33     4999  267.36-24206209346715135200000.00   999.0     999    90.30       0   7.770
12:51:32.36   556.69    3.56  -16.42   21.45     4999  268.40-14059526677692946600000.00   999.0     999    91.38       0   7.760
12:51:33.40   556.66    3.70  -16.23   21.61     4999   89.85    0.00   999.0     999    92.45       0   7.760
12:51:34.50   556.65    3.83  -16.02   21.77     5000  267.95-21541092753374965700000.00   999.0     999    93.53       0   7.760
12:51:35.55   556.65    3.94  -15.83   21.95     5000  268.96-11805027663893240000000.00   999.0     999    94.60       0   7.760
12:51:36.64   556.64    3.99  -15.69   22.13     5000   90.18    0.00   999.0     999    95.68       0   7.750
12:51:37.74   556.63    3.97  -15.62   22.30     5000  268.42-19126965968399004300000.00   999.0     999    96.75       0   7.750
12:51:38.79   556.51    3.86  -15.63   22.45     5002  269.41-9600014053557556740000.00   999.0     999    97.83       0   7.750
12:51:39.89   556.33    3.65  -15.72   22.60     5004   90.40    0.00   999.0     999    98.90       0   7.750
12:51:40.93   556.00    3.37  -15.89   22.75     5009  278.13-16308953166839258600000.00   999.0     999    99.98       0   7.750
12:51:42.03   555.64    3.04  -16.09   22.90     5014  279.18-7144980307313390780000.00   999.0     999   101.05       0   7.750
12:51:43.07   555.21    2.69  -16.30   23.05     5021  287.70-23083348933114870100000.00   999.0     999   102.13       0   7.740
12:51:44.17   554.75    2.34  -16.52   23.20     5027  288.84-14100081710792615900000.00   999.0     999   103.21       0   7.740
12:51:45.27   554.32    2.02  -16.73   23.34     5033  289.97-5199992887782741640000.00   999.0     999   104.28       0   7.740
12:51:46.31   553.86    1.72  -16.90   23.48     5040  281.99-20746689264206387100000.00   999.0     999   105.36       0   7.820
12:51:47.41   553.44    1.46  -17.05   23.62     5046  283.03-12095712343288855900000.00   999.0     999   106.43       0   7.740
12:51:48.45   553.02    1.24  -17.17   23.76     5052  104.47    0.00   999.0     999   107.51       0   7.740
12:51:49.55   552.63    1.05  -17.27   23.88     5058  282.05-18192945797775361000000.00   999.0     999   108.58       0   7.730
12:51:50.65   552.22    0.89  -17.35   24.00     5064  283.07-9694659322814981470000.00   999.0     999   109.66       0   7.730
12:51:51.69   551.80    0.74  -17.42   24.12     5070  104.22    0.00   999.0     999   110.74       0   7.730
12:51:52.79   551.39    0.61  -17.48   24.24     5076  266.23-16108777969105034500000.00   999.0     999   111.81       0   7.730
12:51:53.84   550.95    0.49  -17.52   24.36     5083  267.06-7835855891496085490000.00   999.0     999   112.89       0   7.730
12:51:54.93   550.52    0.37  -17.56   24.47     5089  253.10-21791864376404104700000.00   999.0     999   113.96       0   7.720
12:51:56.03   550.05    0.26  -17.60   24.59     5096  253.80-13728875467337455600000.00   999.0     999   115.04       0   7.730
12:51:57.08   549.63    0.16  -17.63   24.71     5102  254.49-5665886559121210080000.00   999.0     999   116.12       0   7.720
12:51:58.18   549.19    0.07  -17.65   24.84     5108  245.73-19721088104820375600000.00   999.0     999   117.19       0   7.720
12:51:59.22   548.74   -0.02  -17.67   24.96     5115  246.34-11861243673085990700000.00   999.0     999   118.27       0   7.720
12:52:00.32   548.33   -0.11  -17.68   25.09     5121  246.94-4074175578736087270000.00   999.0     999   119.34       0   7.710
12:52:01.36   547.91   -0.20  -17.69   25.22     5127  239.66-17752092616453607400000.00   999.0     999   120.42       0   7.720
12:52:02.46   547.51   -0.28  -17.70   25.35     5133  240.20-10085407901336501000000.00   999.0     999   121.50       0   7.710
12:52:03.56   547.15   -0.35  -17.70   25.49     5138   60.90    0.00   999.0     999   122.57       0   7.710
12:52:04.60   546.78   -0.42  -17.70   25.63     5143  230.78-15503763391344325700000.00   999.0     999   123.65       0   7.710
12:52:05.70   546.40   -0.49  -17.70   25.76     5149  231.22-8087022707720398570000.00   999.0     999   124.72       0   7.710
12:52:06.74   546.03   -0.56  -17.69   25.91     5154   51.70    0.00   999.0     999   125.80       0   7.710
12:52:07.84   545.61   -0.62  -17.68   26.05     5160  222.74-13725042027090961000000.00   999.0     999   126.88       0   7.700
12:52:08.94   545.15   -0.68  -17.66   26.20     5167  223.10-6482106515006907480000.00   999.0     999   127.95       0   7.700
12:52:09.98   544.68   -0.74  -17.65   26.34     5174  214.26-19171007929401544300000.00   999.0     999   129.03       0   7.710
12:52:11.08   544.17   -0.81  -17.64   26.49     5182  214.54-12027777122873821400000.00   999.0     999   130.11       0   7.710
12:52:12.13   543.70   -0.87  -17.63   26.64     5189  214.83-4950687342391164140000.00   999.0     999   131.18       0   7.700
12:52:13.22   543.25   -0.94  -17.63   26.78     5195  209.10-17041613787739298200000.00   999.0     999   132.26       0   7.700
12:52:14.32   542.79   -1.01  -17.62   26.92     5202  209.33-10120127773210486800000.00   999.0     999   133.33       0   7.700
12:52:15.37   542.35   -1.07  -17.62   27.05     5208   29.67    0.00   999.0     999   134.41       0   7.690
12:52:16.47   541.94   -1.13  -17.62   27.17     5214  202.94-15345380885084449500000.00   999.0     999   135.49       0   7.690
12:52:17.51   541.47   -1.19  -17.62   27.29     5221  203.12-8575500500304595520000.00   999.0     999   136.56       0   7.700
12:52:18.61   541.03   -1.25  -17.62   27.40     5228   23.35    0.00   999.0     999   137.64       0   7.690
12:52:19.71   540.56   -1.31  -17.63   27.51     5235  195.31-13721862566928919300000.00   999.0     999   138.72       0   7.690
12:52:20.75   540.09   -1.38  -17.64   27.63     5242  195.42-7097088738244085940000.00   999.0     999   139.79       0   7.680
12:52:21.85   539.62   -1.44  -17.63   27.76     5249   15.55    0.00   999.0     999   140.87       0   7.680
12:52:22.89   539.15   -1.50  -17.63   27.89     5255 9999.00 9999.00   999.0     999   141.94       0   7.680
12:52:23.99   538.68   -1.56  -17.62   28.03     5262 9999.00 9999.00   999.0     999   143.02       0   7.620
12:52:25.09   538.19   -1.62  -17.62   28.16     5270 9999.00 9999.00   999.0     999   144.10       0   7.680
12:52:26.13   537.70   -1.68  -17.61   28.31     5277 9999.00 9999.00   999.0     999   145.17       0   7.680
12:52:27.23   537.17   -1.71  -17.61   28.38     5285 9999.00 9999.00   999.0     999   146.25       0   7.680
12:52:28.27   536.64   -1.78  -17.61   28.52     5293 9999.00 9999.00   999.0     999   147.33       0   7.670
12:52:29.37   536.10   -1.85  -17.61   28.67     5301 9999.00 9999.00   999.0     999   148.40       0   7.670
12:52:30.47   535.56   -1.93  -17.62   28.81     5309 9999.00 9999.00   999.0     999   149.48       0  99.990
12:52:31.52   535.01   -2.01  -17.62   28.97     5317 9999.00 9999.00   999.0     999   150.56       0   7.670
12:52:32.61   534.50   -2.09  -17.63   29.13     5324 9999.00 9999.00   999.0     999   151.63       0   7.670
12:52:33.66   534.02   -2.18  -17.64   29.29     5331 9999.00 9999.00   999.0     999   152.71       0   7.670
12:52:34.76   533.60   -2.26  -17.65   29.46     5338 9999.00 9999.00   999.0     999   153.79       0   7.660
12:52:35.85   533.22   -2.35  -17.65   29.63     5343 9999.00 9999.00   999.0     999   154.86       0   7.660
12:52:36.90   532.83   -2.42  -17.65   29.82     5349 9999.00 9999.00   999.0     999   155.94       0   7.670
12:52:38.00   532.46   -2.50  -17.64   30.00     5355 9999.00 9999.00   999.0     999   157.02       0   7.660
12:52:39.04   532.06   -2.57  -17.63   30.17     5361 9999.00 9999.00   999.0     999   158.10       0   7.660
12:52:40.14   531.69   -2.63  -17.62   30.34     5366 9999.00 9999.00   999.0     999   159.17       0   7.670
12:52:41.24   531.30   -2.69  -17.61   30.49     5372 9999.00 9999.00   999.0     999   160.25       0   7.660
12:52:42.28   530.88   -2.74  -17.61   30.63     5378 9999.00 9999.00   999.0     999   161.33       0   7.650
12:52:43.38   530.47   -2.80  -17.61   30.77     5384 9999.00 9999.00   999.0     999   162.40       0   7.660
12:52:44.42   530.04   -2.86  -17.61   30.89     5391 9999.00 9999.00   999.0     999   163.48       0   7.650
12:52:45.52   529.64   -2.93  -17.62   31.01     5397 9999.00 9999.00   999.0     999   164.56       0   7.650
12:52:46.62   529.23   -3.00  -17.64   31.13     5403 9999.00 9999.00   999.0     999   165.63       0   7.650
12:52:47.66   528.85   -3.07  -17.66   31.25     5409 9999.00 9999.00   999.0     999   166.71       0   7.640
12:52:48.76   528.48   -3.14  -17.67   31.37     5414 9999.00 9999.00   999.0     999   167.79       0   7.650
12:52:49.81   528.14   -3.20  -17.68   31.51     5419 9999.00 9999.00   999.0     999   168.86       0   7.640
12:52:50.90   527.79   -3.26  -17.68   31.65     5424 9999.00 9999.00   999.0     999   169.94       0   7.640
12:52:52.00   527.49   -3.32  -17.67   31.81     5429 9999.00 9999.00   999.0     999   171.02       0   7.640
12:52:53.05   527.15   -3.38  -17.66   31.97     5434 9999.00 9999.00   999.0     999   172.09       0   7.630
12:52:54.14   526.85   -3.44  -17.65   32.13     5439 9999.00 9999.00   999.0     999   173.17       0   7.640
12:52:55.24   526.52   -3.49  -17.64   32.30     5443 9999.00 9999.00   999.0     999   174.25       0   7.630
12:52:56.29   526.22   -3.54  -17.62   32.47     5448 9999.00 9999.00   999.0     999   175.33       0   7.530
12:52:57.38   525.98   -3.59  -17.61   32.64     5452 9999.00 9999.00   999.0     999   176.40       0   7.630
12:52:58.43   525.71   -3.64  -17.59   32.81     5456 9999.00 9999.00   999.0     999   177.48       0   7.630
12:52:59.53   525.42   -3.69  -17.57   32.99     5460 9999.00 9999.00   999.0     999   178.56       0   7.630
12:53:00.63   525.14   -3.74  -17.58   33.07     5464 9999.00 9999.00   999.0     999   179.64       0   7.630
12:53:01.67   524.81   -3.79  -17.57   33.23     5469 9999.00 9999.00   999.0     999   180.71       0   7.630
12:53:02.77   524.48   -3.84  -17.56   33.40     5474 9999.00 9999.00   999.0     999   181.79       0   7.630
12:53:03.81   524.14   -3.89  -17.55   33.55     5479 9999.00 9999.00   999.0     999   182.87       0   7.630
12:53:04.91   523.79   -3.94  -17.53   33.71     5485 9999.00 9999.00   999.0     999   183.95       0   7.630
12:53:06.01   523.46   -3.99  -17.55   33.79     5489 9999.00 9999.00   999.0     999   185.02       0   7.630
12:53:07.05   523.12   -4.03  -17.53   33.93     5495 9999.00 9999.00   999.0     999   186.10       0   7.630
12:53:08.15   522.77   -4.07  -17.52   34.07     5500 9999.00 9999.00   999.0     999   187.18       0   7.620
12:53:09.19   522.47   -4.11  -17.51   34.20     5504 9999.00 9999.00   999.0     999   188.25       0   7.620
12:53:10.29   522.16   -4.14  -17.50   34.33     5509 9999.00 9999.00   999.0     999   189.33       0   7.630
12:53:11.39   521.85   -4.18  -17.49   34.45     5514 9999.00 9999.00   999.0     999   190.41       0   7.620
12:53:12.43   521.54   -4.22  -17.48   34.57     5519 9999.00 9999.00   999.0     999   191.49       0   7.620
12:53:13.53   521.22   -4.26  -17.48   34.68     5523 9999.00 9999.00   999.0     999   192.56       0   7.620
12:53:14.63   520.91   -4.30  -17.48   34.78     5528 9999.00 9999.00   999.0     999   193.64       0   7.610
12:53:15.68   520.62   -4.34  -17.49   34.88     5532 9999.00 9999.00   999.0     999   194.72       0   7.610
12:53:16.77   520.32   -4.39  -17.49   34.98     5537 9999.00 9999.00   999.0     999   195.80       0   7.620
12:53:17.82   520.00   -4.43  -17.49   35.08     5542 9999.00 9999.00   999.0     999   196.87       0   7.610
12:53:18.92   519.70   -4.46  -17.49   35.18     5546 9999.00 9999.00   999.0     999   197.95       0   7.610
12:53:20.01   519.41   -4.49  -17.49   35.27     5551 9999.00 9999.00   999.0     999   199.03       0   7.610
12:53:21.06   519.10   -4.52  -17.48   35.37     5555 9999.00 9999.00   999.0     999   200.11       0   7.600
12:53:22.16   518.77   -4.55  -17.48   35.45     5561 9999.00 9999.00   999.0     999   201.18       0   7.610
12:53:23.20   518.41   -4.58  -17.48   35.54     5566 9999.00 9999.00   999.0     999   202.26       0   7.610
12:53:24.30   518.07   -4.61  -17.48   35.62     5571 9999.00 9999.00   999.0     999   203.34       0   7.600
12:53:25.40   517.77   -4.64  -17.48   35.70     5576  310.43-10695653988665214900000.00   999.0     999   204.42       0   7.600
12:53:26.44   517.48   -4.67  -17.48   35.78     5580  311.11-6184197074782554950000.00   999.0     999   205.49       0   7.600
12:53:27.54   517.21   -4.70  -17.48   35.85     5584  132.05    0.00   999.0     999   206.57       0   7.600
12:53:28.64   516.92   -4.73  -17.48   35.92     5589  314.40-9447060870483675180000.00   999.0     999   207.65       0   7.600
12:53:29.68   516.64   -4.75  -17.48   35.99     5593  315.10-4957777669180167820000.00   999.0     999   208.73       0   7.600
12:53:30.78   516.34   -4.77  -17.47   36.06     5597  135.88    0.00   999.0     999   209.80       0   7.600
12:53:31.82   516.08   -4.78  -17.47   36.12     5601 9999.00 9999.00   999.0     999   210.88       0   7.590
12:53:32.92   515.78   -4.80  -17.46   36.18     5606 9999.00 9999.00   999.0     999   211.96       0   7.590
12:53:34.02   515.49   -4.81  -17.45   36.23     5610 9999.00 9999.00   999.0     999   213.04       0   7.590
12:53:35.06   515.17   -4.82  -17.45   36.28     5615 9999.00 9999.00   999.0     999   214.12       0   7.590
12:53:36.16   514.85   -4.84  -17.45   36.33     5620 9999.00 9999.00   999.0     999   215.19       0   7.590
12:53:37.26   514.55   -4.87  -17.46   36.38     5625 9999.00 9999.00   999.0     999   216.27       0   7.580
12:53:38.30   514.27   -4.89  -17.47   36.42     5629 9999.00 9999.00   999.0     999   217.35       0   7.590
12:53:39.40   513.98   -4.93  -17.48   36.46     5633 9999.00 9999.00   999.0     999   218.43       0   7.590
12:53:40.45   513.67   -4.96  -17.50   36.50     5638 9999.00 9999.00   999.0     999   219.50       0   7.590
12:53:41.55   513.35   -4.99  -17.52   36.54     5643 9999.00 9999.00   999.0     999   220.58       0   7.590
12:53:42.64   512.98   -5.03  -17.54   36.56     5649 9999.00 9999.00   999.0     999   221.66       0   7.590
12:53:43.69   512.65   -5.05  -17.56   36.58     5654 9999.00 9999.00   999.0     999   222.74       0   7.590
12:53:44.79   512.32   -5.08  -17.58   36.60     5659 9999.00 9999.00   999.0     999   223.81       0   7.580
12:53:45.88   511.96   -5.11  -17.60   36.60     5664 9999.00 9999.00   999.0     999   224.89       0   7.580
12:53:46.93   511.61   -5.13  -17.62   36.60     5670 9999.00 9999.00   999.0     999   225.97       0   7.590
12:53:48.03   511.25   -5.16  -17.65   36.59     5675 9999.00 9999.00   999.0     999   227.05       0   7.590
12:53:49.07   510.91   -5.19  -17.68   36.58     5680  278.20-10726784677659809900000.00   999.0     999   228.12       0   7.590
12:53:50.17   510.62   -5.22  -17.71   36.56     5685  278.67-6646394572256214780000.00   999.0     999   229.20       0   7.580
12:53:51.27   510.32   -5.25  -17.74   36.55     5690  279.13-2566004467733087910000.00   999.0     999   230.28       0   7.570
12:53:52.31   510.01   -5.29  -17.78   36.53     5694  281.92-9568607946349131860000.00   999.0     999   231.36       0   7.580
12:53:53.41   509.68   -5.33  -17.82   36.51     5699  282.39-5577255598813949720000.00   999.0     999   232.43       0   7.570
12:53:54.45   509.38   -5.37  -17.87   36.49     5704  103.05    0.00   999.0     999   233.51       0   7.570
12:53:55.55   509.09   -5.41  -17.91   36.47     5708  291.33-8676575858138443420000.00   999.0     999   234.59       0   7.570
12:53:56.65   508.80   -5.44  -17.95   36.45     5713  291.84-4699283230426337900000.00   999.0     999   235.67       0   7.570
12:53:57.69   508.55   -5.47  -17.98   36.42     5717  112.45    0.00   999.0     999   236.75       0   7.570
12:53:58.79   508.27   -5.50  -18.01   36.40     5721  298.01-7807003020728838650000.00   999.0     999   237.82       0   7.570
12:53:59.89   507.95   -5.53  -18.05   36.37     5726  298.55-3879779309376086470000.00   999.0     999   238.90       0   7.570
12:54:00.93   507.64   -5.56  -18.08   36.36     5731  303.21-10606694158279693600000.00   999.0     999   239.98       0   7.560
12:54:02.03   507.29   -5.59  -18.11   36.34     5736  303.76-6727417560802535670000.00   999.0     999   241.06       0   7.570
12:54:03.08   506.97   -5.61  -18.14   36.33     5741  304.31-2884060190282602250000.00   999.0     999   242.13       0   7.560
12:54:04.17   506.63   -5.64  -18.16   36.32     5746  308.15-9734581555928842110000.00   999.0     999   243.21       0   7.570
12:54:05.27   506.29   -5.65  -18.18   36.32     5752  308.72-5902951276873978480000.00   999.0     999   244.29       0   7.560
12:54:06.32   505.95   -5.67  -18.19   36.32     5757  309.29-2071320996981596230000.00   999.0     999   245.37       0   7.560
12:54:07.41   505.67   -5.69  -18.21   36.32     5761  311.35-8693049123134016320000.00   999.0     999   246.44       0   7.560
12:54:08.51   505.38   -5.71  -18.22   36.33     5766  311.93-4907073750423021030000.00   999.0     999   247.52       0   7.550
12:54:09.56   505.10   -5.73  -18.24   36.34     5770  132.68    0.00   999.0     999   248.60       0   7.560
12:54:10.66   504.82   -5.76  -18.26   36.36     5775  313.59-7829970544866038380000.00   999.0     999   249.68       0   7.550
12:54:11.70   504.52   -5.78  -18.27   36.38     5779  314.16-4124025558733800080000.00   999.0     999   250.75       0   7.550
12:54:12.80   504.23   -5.82  -18.30   36.40     5784  134.80    0.00   999.0     999   251.83       0   7.550
12:54:13.90   503.91   -5.85  -18.32   36.42     5789  314.53-7021568900270611500000.00   999.0     999   252.91       0   7.550
12:54:14.94   503.61   -5.89  -18.34   36.44     5793  315.11-3325308582533449910000.00   999.0     999   253.99       0   7.550
12:54:16.04   503.31   -5.93  -18.38   36.46     5798  314.44-9701364063941414620000.00   999.0     999   255.06       0   7.550
12:54:17.08   502.99   -5.97  -18.41   36.48     5803  315.01-6047607593110727560000.00   999.0     999   256.14       0   7.560
12:54:18.18   502.74   -6.01  -18.44   36.50     5807  315.58-2393851120708082470000.00   999.0     999   257.22       0   7.550
12:54:19.28   502.42   -6.05  -18.47   36.52     5812  314.89-8856405567041557230000.00   999.0     999   258.30       0   7.550
