   TIME       PMB      TEMP    TDEW     RH      GEOP     AZ      EL   SPEED     DIR   E.TIME   RT    Battery
               mb       øC      øC      %      meters    deg     deg   m/s      deg    secs  Status     v
19:32:35.11   550.27   -0.63  -27.12   11.28     5071  254.65-60855220697116828500000.00   999.0     999    36.89       0   8.550
19:32:36.10   549.75   -0.76  -27.24   11.26     5079  256.72-38410877307091807100000.00   999.0     999    37.91       0   8.560
19:32:37.14   549.21   -0.88  -27.35   11.24     5087  258.78-15966533915812655300000.00   999.0     999    38.93       0   8.560
19:32:38.19   548.71   -0.99  -27.45   11.22     5094  255.22-54490777918171772900000.00   999.0     999    39.96       0   8.550
19:32:39.17   548.23   -1.09  -27.54   11.22     5101  257.14-33608283170014543000000.00   999.0     999    40.98       0   8.550
19:32:40.22   547.74   -1.20  -27.63   11.21     5108  259.06-12725788420671902100000.00   999.0     999    42.00       0   8.540
19:32:41.21   547.22   -1.30  -27.71   11.21     5116  255.52-49945634918845567200000.00   999.0     999    43.03       0   8.540
19:32:42.25   546.64   -1.40  -27.78   11.21     5124  257.31-30445254724330991900000.00   999.0     999    44.05       0   8.540
19:32:43.29   546.03   -1.49  -27.84   11.22     5133  259.11-10753694331654128000000.00   999.0     999    45.08       0   8.530
19:32:44.28   545.37   -1.58  -27.90   11.23     5143  254.55-45964789342238857500000.00   999.0     999    46.10       0   8.540
19:32:45.33   544.70   -1.67  -27.96   11.25     5152  256.20-27674929391799189400000.00   999.0     999    47.12       0   8.540
19:32:46.37   544.01   -1.77  -28.01   11.27     5162  257.87-9205757088737821460000.00   999.0     999    48.15       0   8.530
19:32:47.36   543.30   -1.87  -28.07   11.30     5173  254.47-41566146471558553500000.00   999.0     999    49.17       0   8.530
19:32:48.40   542.58   -1.98  -28.12   11.33     5183  256.02-24326980605269067700000.00   999.0     999    50.19       0   8.530
19:32:49.45   541.89   -2.09  -28.18   11.37     5193   78.20    0.00   999.0     999    51.22       0   8.520
19:32:50.43   541.22   -2.21  -28.24   11.41     5203  254.13-38484579525539953400000.00   999.0     999    52.24       0   8.530
19:32:51.48   540.57   -2.33  -28.29   11.45     5213  255.59-22038663271301395800000.00   999.0     999    53.27       0   8.520
19:32:52.47   539.96   -2.43  -28.33   11.50     5222   77.55    0.00   999.0     999    54.29       0   8.500
19:32:53.51   539.31   -2.53  -28.36   11.54     5231  252.60-34928056198211009800000.00   999.0     999    55.31       0   8.510
19:32:54.55   538.64   -2.60  -28.38   11.59     5241  253.95-19328736207087339600000.00   999.0     999    56.34       0   8.510
19:32:55.54   537.95   -2.65  -28.37   11.63     5251   75.63    0.00   999.0     999    57.36       0   8.510
19:32:56.59   537.27   -2.68  -28.36   11.68     5261  251.32-32481440117284617100000.00   999.0     999    58.38       0   8.520
19:32:57.63   536.63   -2.69  -28.32   11.73     5271  252.58-17659260151685214900000.00   999.0     999    59.41       0   8.520
19:32:58.62   536.01   -2.69  -28.27   11.78     5280   74.07    0.00   999.0     999    60.43       0   8.530
19:32:59.66   535.36   -2.69  -28.23   11.83     5289  251.32-30129956779249784300000.00   999.0     999    61.46       0   8.500
19:33:00.70   534.73   -2.69  -28.18   11.89     5299  252.51-16148234675695843800000.00   999.0     999    62.48       0   8.500
19:33:01.69   534.05   -2.70  -28.13   11.94     5309   73.88    0.00   999.0     999    63.50       0   8.500
19:33:02.74   533.35   -2.72  -28.10   12.00     5319  251.29-27426211240737901600000.00   999.0     999    64.53       0   8.510
19:33:03.73   532.65   -2.74  -28.07   12.06     5330  252.41-14066923592398728600000.00   999.0     999    65.55       0   8.500
19:33:04.77   531.89   -2.77  -28.04   12.12     5341   73.60    0.00   999.0     999    66.57       0   8.510
19:33:05.81   531.17   -2.82  -28.02   12.18     5352  250.30-25621429942548091100000.00   999.0     999    67.60       0   8.500
19:33:06.80   530.46   -2.87  -28.01   12.24     5362  251.36-12841606655217043000000.00   999.0     999    68.62       0   8.510
19:33:07.85   529.73   -2.95  -28.02   12.30     5373  249.08-36215244169831853800000.00   999.0     999    69.65       0   8.560
19:33:08.89   529.08   -3.06  -28.06   12.35     5383  250.10-23966706045616593600000.00   999.0     999    70.67       0   8.500
19:33:09.88   528.43   -3.20  -28.12   12.41     5393  251.12-11598084214148586000000.00   999.0     999    71.70       0   8.480
19:33:10.92   527.80   -3.37  -28.20   12.47     5402  248.41-33594874624442504300000.00   999.0     999    72.72       0   8.490
19:33:11.96   527.16   -3.53  -28.28   12.53     5412  249.37-21826671330131586300000.00   999.0     999    73.74       0   8.480
19:33:12.95   526.54   -3.69  -28.36   12.59     5421  250.34-9943093494933624980000.00   999.0     999    74.77       0   8.490
19:33:14.00   525.93   -3.84  -28.43   12.65     5430  246.97-31759862513359938100000.00   999.0     999    75.79       0   8.500
19:33:14.99   525.35   -3.99  -28.49   12.72     5439  247.87-20443650278251896500000.00   999.0     999    76.81       0   8.500
19:33:16.03   524.73   -4.14  -28.55   12.78     5448  248.78-9016494785836192100000.00   999.0     999    77.84       0   8.460
19:33:17.07   524.09   -4.28  -28.61   12.85     5458  246.47-29493605279005424000000.00   999.0     999    78.86       0   8.490
19:33:18.12   523.46   -4.41  -28.66   12.92     5467  247.34-18481703083847840700000.00   999.0     999    79.89       0   8.490
19:33:19.10   522.82   -4.53  -28.70   12.99     5477  248.20-7576712559350780000000.00   999.0     999    80.91       0   8.480
19:33:20.15   522.19   -4.64  -28.73   13.05     5486  245.53-27934767281187743300000.00   999.0     999    81.93       0   8.480
19:33:21.14   521.53   -4.74  -28.76   13.12     5496  246.36-17315892087888380200000.00   999.0     999    82.96       0   8.480
19:33:22.18   520.86   -4.84  -28.78   13.19     5506  247.17-6800112770352194520000.00   999.0     999    83.98       0   8.460
19:33:23.22   520.22   -4.95  -28.81   13.27     5516  245.14-26383824917841326400000.00   999.0     999    85.01       0   8.460
19:33:24.21   519.63   -5.07  -28.85   13.34     5525  245.93-16230431473847769200000.00   999.0     999    86.03       0   8.480
19:33:25.26   519.08   -5.19  -28.88   13.42     5533  246.71-6077038029854212100000.00   999.0     999    87.05       0   8.460
19:33:26.30   518.54   -5.30  -28.91   13.49     5541  244.51-24518762964855642100000.00   999.0     999    88.08       0   8.460
19:33:27.29   517.98   -5.41  -28.94   13.57     5550  245.26-14697662398216393500000.00   999.0     999    89.10       0   8.470
19:33:28.33   517.41   -5.52  -28.96   13.65     5559   66.38    0.00   999.0     999    90.13       0   8.460
19:33:29.38   516.81   -5.61  -28.98   13.73     5568  243.87-23270345844675726800000.00   999.0     999    91.15       0   8.460
19:33:30.36   516.25   -5.71  -29.00   13.81     5576  244.59-13766054981391752400000.00   999.0     999    92.17       0   8.460
19:33:31.41   515.67   -5.81  -29.01   13.90     5585   65.63    0.00   999.0     999    93.20       0   8.460
19:33:32.40   515.08   -5.90  -29.02   13.98     5594  244.01-22099953746438399200000.00   999.0     999    94.22       0   8.450
19:33:33.44   514.50   -6.00  -29.03   14.07     5603  244.71-12802404500806607800000.00   999.0     999    95.25       0   8.450
19:33:34.48   513.91   -6.08  -29.03   14.16     5612   65.68    0.00   999.0     999    96.27       0   8.460
19:33:35.53   513.27   -6.16  -29.02   14.25     5621  243.28-20443452136738923700000.00   999.0     999    97.30       0   8.460
19:33:36.52   512.64   -6.23  -29.02   14.34     5631  243.95-11510257027421397100000.00   999.0     999    98.32       0   8.430
19:33:37.56   511.97   -6.31  -29.01   14.43     5641   64.80    0.00   999.0     999    99.34       0   8.450
19:33:38.55   511.32   -6.37  -29.00   14.52     5651  243.38-19424505672352181300000.00   999.0     999   100.37       0   8.450
19:33:39.59   510.75   -6.44  -28.99   14.61     5660  244.03-10754192171260551600000.00   999.0     999   101.39       0   8.450
19:33:40.64   510.23   -6.50  -28.98   14.69     5668   64.82    0.00   999.0     999   102.42       0   8.450
19:33:41.62   509.75   -6.56  -28.96   14.78     5675  243.40-18463815946645268300000.00   999.0     999   103.44       0   8.450
19:33:42.67   509.23   -6.61  -28.95   14.86     5683  244.04-9958781295760349590000.00   999.0     999   104.47       0   8.440
19:33:43.71   508.71   -6.66  -28.93   14.94     5691   64.78    0.00   999.0     999   105.49       0   8.440
19:33:44.70   508.12   -6.71  -28.92   15.02     5700  243.28-17124244797567201700000.00   999.0     999   106.51       0   8.460
19:33:45.74   507.52   -6.77  -28.91   15.10     5709  243.90-8851400173087776310000.00   999.0     999   107.54       0   8.430
19:33:46.79   506.94   -6.83  -28.90   15.17     5718   64.55    0.00   999.0     999   108.56       0   8.440
19:33:47.78   506.32   -6.89  -28.90   15.25     5728  243.16-16199146280706145000000.00   999.0     999   109.59       0   8.440
19:33:48.82   505.73   -6.96  -28.90   15.33     5737  243.74-8228257973070116950000.00   999.0     999   110.61       0   8.440
19:33:49.86   505.11   -7.03  -28.91   15.40     5747   64.35    0.00   999.0     999   111.64       0   8.420
19:33:50.85   504.47   -7.10  -28.92   15.47     5756  243.44-14988135465432329000000.00   999.0     999   112.66       0   8.420
19:33:51.90   503.86   -7.18  -28.93   15.55     5766  244.02-7223489596585358130000.00   999.0     999   113.68       0   8.420
19:33:52.88   503.18   -7.26  -28.95   15.62     5776  243.28-21804404095309578200000.00   999.0     999   114.71       0   8.430
19:33:53.93   502.45   -7.35  -28.97   15.70     5788  243.84-14239130549811113100000.00   999.0     999   115.73       0   8.430
19:33:54.97   501.74   -7.45  -28.99   15.78     5799  244.41-6599687656622864200000.00   999.0     999   116.76       0   8.440
19:33:55.96   501.08   -7.54  -29.02   15.86     5809  243.37-20903511310252357200000.00   999.0     999   117.78       0   8.420
19:33:57.00   500.44   -7.65  -29.05   15.94     5819  243.92-13455315284380235100000.00   999.0     999   118.81       0   8.440
19:33:58.05   499.86   -7.75  -29.08   16.03     5828  244.47-6079431841352790310000.00   999.0     999   119.83       0   8.420
19:33:59.04   499.24   -7.85  -29.10   16.11     5837  243.91-19597298058683461100000.00   999.0     999   120.86       0   8.420
19:34:00.08   498.58   -7.94  -29.12   16.20     5848  244.45-12398357178393785500000.00   999.0     999   121.88       0   8.400
19:34:01.12   497.91   -8.02  -29.12   16.30     5858  244.99-5199416297279476200000.00   999.0     999   122.90       0   8.410
19:34:02.11   497.27   -8.09  -29.12   16.39     5868  243.99-18791629166358160200000.00   999.0     999   123.93       0   8.410
19:34:03.16   496.67   -8.16  -29.11   16.49     5878  244.52-11764388954179125600000.00   999.0     999   124.95       0   8.410
19:34:04.20   496.12   -8.22  -29.10   16.58     5886  245.05-4668254230069580400000.00   999.0     999   125.98       0   8.420
19:34:05.19   495.60   -8.29  -29.10   16.67     5894  244.12-18023496731824010300000.00   999.0     999   127.00       0   8.410
19:34:06.23   495.07   -8.37  -29.11   16.76     5903  244.64-11092667981520118500000.00   999.0     999   128.03       0   8.410
19:34:07.27   494.59   -8.45  -29.12   16.84     5910  245.16-4229128830794411800000.00   999.0     999   129.05       0   8.420
19:34:08.26   494.10   -8.53  -29.14   16.92     5918  244.53-16870384829787923300000.00   999.0     999   130.08       0   8.420
19:34:09.31   493.61   -8.62  -29.16   17.00     5926  245.03-10160316120144365500000.00   999.0     999   131.10       0   8.420
19:34:10.35   493.13   -8.71  -29.19   17.08     5933  245.54-3384462423114137990000.00   999.0     999   132.13       0   8.400
19:34:11.34   492.61   -8.81  -29.23   17.15     5941  244.87-16178931232832133000000.00   999.0     999   133.15       0   8.400
19:34:12.38   492.12   -8.91  -29.27   17.23     5949  245.38-9553956872802854240000.00   999.0     999   134.18       0   8.380
19:34:13.43   491.62   -9.02  -29.31   17.30     5957   66.10    0.00   999.0     999   135.20       0   8.400
19:34:14.41   491.12   -9.13  -29.36   17.37     5965  244.88-15517599632302320600000.00   999.0     999   136.22       0   8.390
19:34:15.46   490.64   -9.23  -29.40   17.43     5972  245.37-9036931642339813750000.00   999.0     999   137.25       0   8.410
19:34:16.45   490.19   -9.32  -29.44   17.50     5979   66.05    0.00   999.0     999   138.27       0   8.400
19:34:17.49   489.76   -9.41  -29.48   17.56     5986  245.74-14490284084063811700000.00   999.0     999   139.30       0   8.400
19:34:18.53   489.35   -9.50  -29.51   17.62     5992  246.22-8206912261981552510000.00   999.0     999   140.32       0   8.410
19:34:19.52   488.89   -9.57  -29.54   17.68     6000   66.85    0.00   999.0     999   141.35       0   8.390
19:34:20.57   488.49   -9.64  -29.56   17.73     6006  246.23-13891580652056685300000.00   999.0     999   142.37       0   8.390
19:34:21.61   488.06   -9.70  -29.58   17.78     6013  246.71-7679095205869756880000.00   999.0     999   143.40       0   8.400
19:34:22.60   487.67   -9.75  -29.60   17.83     6019   67.30    0.00   999.0     999   144.42       0   8.380
19:34:23.64   487.29   -9.81  -29.62   17.87     6025  246.67-12938588228559975700000.00   999.0     999   145.45       0   8.380
19:34:24.69   486.91   -9.86  -29.64   17.92     6031  247.14-6910010872459574640000.00   999.0     999   146.47       0   8.400
19:34:25.67   486.52   -9.92  -29.66   17.96     6037   67.68    0.00   999.0     999   147.50       0   8.380
19:34:26.72   486.13   -9.98  -29.69   18.00     6044  246.89-12394788897110179700000.00   999.0     999   148.52       0   8.380
19:34:27.76   485.76  -10.04  -29.72   18.04     6049  247.35-6429172174678740960000.00   999.0     999   149.55       0   8.410
19:34:28.75   485.34  -10.11  -29.76   18.08     6056   67.85    0.00   999.0     999   150.57       0   8.390
19:34:29.79   484.95  -10.19  -29.80   18.11     6062  246.93-11815587605391555400000.00   999.0     999   151.60       0   8.380
19:34:30.84   484.49  -10.28  -29.85   18.15     6069  247.38-6024016508226877000000.00   999.0     999   152.62       0   8.390
19:34:31.83   484.05  -10.36  -29.89   18.19     6076   67.85    0.00   999.0     999   153.65       0   8.390
19:34:32.87   483.60  -10.44  -29.94   18.24     6084  247.64-11012408291117078900000.00   999.0     999   154.67       0   8.390
19:34:33.91   483.13  -10.52  -29.98   18.28     6091  248.09-5274790244164617370000.00   999.0     999   155.70       0   8.390
19:34:34.90   482.70  -10.60  -30.02   18.33     6098  247.73-16110142814157270900000.00   999.0     999   156.72       0   8.380
19:34:35.95   482.22  -10.69  -30.06   18.37     6106  248.17-10481079633571859100000.00   999.0     999   157.75       0   8.380
19:34:36.99   481.76  -10.77  -30.11   18.42     6113  248.61-4906667551863777260000.00   999.0     999   158.77       0   8.380
19:34:37.98   481.33  -10.85  -30.15   18.47     6120  248.22-15494022059205194700000.00   999.0     999   159.80       0   8.390
19:34:39.02   480.86  -10.94  -30.19   18.51     6127  248.65-10023118640539884300000.00   999.0     999   160.82       0   8.390
19:34:40.07   480.38  -11.02  -30.23   18.56     6135  249.09-4498578913783766320000.00   999.0     999   161.85       0   8.370
19:34:41.05   479.86  -11.10  -30.27   18.61     6143  248.68-14668656387847587100000.00   999.0     999   162.87       0   8.390
19:34:42.10   479.30  -11.17  -30.30   18.66     6152  249.11-9243030834168434000000.00   999.0     999   163.90       0   8.370
19:34:43.14   478.79  -11.24  -30.33   18.72     6161  249.54-3870081256789173600000.00   999.0     999   164.92       0   8.380
19:34:44.13   478.28  -11.31  -30.35   18.77     6169  248.70-14100220073748172100000.00   999.0     999   165.95       0   8.390
19:34:45.17   477.79  -11.38  -30.38   18.83     6176  249.12-8823497205050381440000.00   999.0     999   166.97       0   8.370
19:34:46.22   477.32  -11.44  -30.40   18.89     6184  249.55-3495041759171271720000.00   999.0     999   168.00       0   8.380
19:34:47.21   476.88  -11.51  -30.42   18.95     6191  249.03-13602609287118907800000.00   999.0     999   169.02       0   8.350
19:34:48.25   476.40  -11.57  -30.44   19.01     6199  249.45-8367904659097992040000.00   999.0     999   170.05       0   8.350
19:34:49.29   475.93  -11.62  -30.44   19.08     6206  249.87-3184022406148938270000.00   999.0     999   171.07       0   8.370
19:34:50.28   475.41  -11.68  -30.45   19.15     6215  249.24-12801968620810713200000.00   999.0     999   172.10       0   8.360
19:34:51.32   474.87  -11.74  -30.46   19.22     6223  249.65-7706114557263004830000.00   999.0     999   173.12       0   8.360
19:34:52.37   474.34  -11.80  -30.48   19.30     6232  250.07-2560301140107648300000.00   999.0     999   174.15       0   8.360
19:34:53.36   473.82  -11.87  -30.49   19.38     6240  249.33-12343196023047357200000.00   999.0     999   175.17       0   8.360
19:34:54.40   473.34  -11.95  -30.51   19.46     6248  249.74-7284869387156419770000.00   999.0     999   176.20       0   8.350
19:34:55.44   472.86  -12.02  -30.53   19.54     6256   70.32    0.00   999.0     999   177.22       0   8.370
19:34:56.43   472.38  -12.09  -30.54   19.62     6264  249.59-11589766713438160000000.00   999.0     999   178.25       0   8.370
19:34:57.48   471.88  -12.15  -30.56   19.70     6272  249.99-6662793187868324920000.00   999.0     999   179.27       0   8.350
19:34:58.52   471.31  -12.22  -30.57   19.78     6281   70.53    0.00   999.0     999   180.30       0   8.350
19:34:59.51   470.76  -12.28  -30.58   19.86     6290  249.60-11165885657769568100000.00   999.0     999   181.32       0   8.360
19:35:00.55   470.21  -12.35  -30.60   19.93     6299  249.99-6272438685833302640000.00   999.0     999   182.35       0   8.350
19:35:01.60   469.67  -12.42  -30.62   20.01     6308   70.50    0.00   999.0     999   183.38       0   8.360
19:35:02.58   469.17  -12.49  -30.64   20.08     6316  249.54-10708982548992580600000.00   999.0     999   184.40       0   8.350
19:35:03.63   468.61  -12.57  -30.67   20.15     6325  249.92-5894717568819423870000.00   999.0     999   185.43       0   8.340
19:35:04.67   468.06  -12.64  -30.70   20.21     6334   70.40    0.00   999.0     999   186.45       0   8.360
19:35:05.66   467.53  -12.72  -30.73   20.28     6342  249.99-10016894083594731900000.00   999.0     999   187.48       0   8.350
19:35:06.70   466.96  -12.79  -30.76   20.34     6352  250.37-5323926831189681240000.00   999.0     999   188.50       0   8.360
19:35:07.75   466.42  -12.86  -30.79   20.40     6361   70.80    0.00   999.0     999   189.53       0   8.350
19:35:08.74   465.89  -12.92  -30.81   20.45     6369  250.36-9637489791540618330000.00   999.0     999   190.55       0   8.330
19:35:09.78   465.38  -12.95  -30.81   20.50     6378  250.74-4972812861399986340000.00   999.0     999   191.58       0   8.340
19:35:10.82   464.99  -12.95  -30.79   20.55     6384   71.15    0.00   999.0     999   192.60       0   8.350
19:35:11.81   464.56  -12.94  -30.76   20.58     6391  250.79-9225209756277293450000.00   999.0     999   193.63       0   8.350
19:35:12.86   464.19  -12.92  -30.73   20.61     6397  251.17-4677127822465224930000.00   999.0     999   194.65       0   8.350
19:35:13.90   463.82  -12.90  -30.71   20.62     6403   71.55    0.00   999.0     999   195.68       0   8.330
19:35:14.89   463.45  -12.88  -30.69   20.63     6409  251.16-8630576912355681110000.00   999.0     999   196.70       0   8.340
19:35:15.93   463.08  -12.86  -30.67   20.63     6415  251.54-4106472219500345300000.00   999.0     999   197.73       0   8.340
19:35:16.98   462.76  -12.85  -30.67   20.62     6421  250.95-12701958989060451100000.00   999.0     999   198.75       0   8.340
19:35:17.96   462.44  -12.84  -30.67   20.60     6426  251.32-8245617303863397710000.00   999.0     999   199.78       0   8.330
19:35:19.01   462.09  -12.84  -30.68   20.57     6432  251.68-3832541071971432010000.00   999.0     999   200.80       0   8.340
19:35:20.05   461.76  -12.84  -30.70   20.54     6437  251.41-12262597688079484400000.00   999.0     999   201.83       0   8.330
19:35:21.04   461.44  -12.84  -30.73   20.49     6442  251.77-7914646003854627310000.00   999.0     999   202.85       0   8.330
19:35:22.08   461.11  -12.86  -30.76   20.45     6448  252.13-3524067342277276600000.00   999.0     999   203.88       0   8.350
19:35:23.13   460.83  -12.88  -30.81   20.39     6452  251.78-11650377125137142000000.00   999.0     999   204.90       0   8.350
19:35:24.12   460.55  -12.90  -30.86   20.33     6457  252.14-7322504427151527250000.00   999.0     999   205.93       0   8.340
19:35:25.16   460.28  -12.93  -30.91   20.27     6462  252.50-2994631730149460020000.00   999.0     999   206.96       0   8.340
19:35:26.20   459.99  -12.96  -30.98   20.20     6466  252.38-11238577708121672600000.00   999.0     999   207.98       0   8.330
19:35:27.19   459.71  -12.99  -31.04   20.12     6471  252.74-6972757407137022340000.00   999.0     999   209.01       0   8.330
19:35:28.23   459.41  -13.02  -31.11   20.04     6476  253.09-2748352837267797050000.00   999.0     999   210.03       0   8.330
19:35:29.28   459.11  -13.06  -31.18   19.96     6481  252.80-10616886290546990000000.00   999.0     999   211.06       0   8.320
19:35:30.27   458.85  -13.09  -31.25   19.88     6485  253.16-6451123840824534630000.00   999.0     999   212.08       0   8.330
19:35:31.31   458.56  -13.12  -31.32   19.80     6490  253.51-2244520582736938800000.00   999.0     999   213.11       0   8.310
19:35:32.35   458.28  -13.15  -31.39   19.71     6495  252.91-10271145363714045100000.00   999.0     999   214.13       0   8.320
19:35:33.34   458.02  -13.18  -31.46   19.62     6499  253.26-6123189300758115780000.00   999.0     999   215.16       0   8.340
19:35:34.39   457.76  -13.21  -31.54   19.52     6503  253.60-2015504655934067570000.00   999.0     999   216.18       0   8.320
19:35:35.43   457.50  -13.24  -31.61   19.43     6508  253.21-9895194159309318520000.00   999.0     999   217.21       0   8.320
19:35:36.42   457.24  -13.27  -31.69   19.34     6512  253.55-5843990177499068760000.00   999.0     999   218.23       0   8.340
19:35:37.46   456.98  -13.30  -31.76   19.24     6516   74.05    0.00   999.0     999   219.26       0   8.330
19:35:38.51   456.73  -13.33  -31.84   19.15     6520  253.60-9355735314301257250000.00   999.0     999   220.28       0   8.340
19:35:39.49   456.49  -13.35  -31.91   19.05     6525  253.95-5319305449677720130000.00   999.0     999   221.31       0   8.320
19:35:40.54   456.22  -13.38  -31.98   18.96     6529   74.40    0.00   999.0     999   222.33       0   8.310
19:35:41.58   455.97  -13.40  -32.05   18.86     6533  254.00-9002010011404980980000.00   999.0     999   223.36       0   8.310
19:35:42.57   455.72  -13.42  -32.13   18.76     6537  254.34-5058272866138796850000.00   999.0     999   224.38       0   8.340
19:35:43.61   455.49  -13.45  -32.20   18.67     6541   74.78    0.00   999.0     999   225.41       0   8.300
19:35:44.66   455.27  -13.48  -32.28   18.57     6545  254.52-8695782883905413050000.00   999.0     999   226.43       0   8.320
19:35:45.65   455.02  -13.51  -32.36   18.48     6549  254.86-4765983012286181150000.00   999.0     999   227.46       0   8.310
19:35:46.69   454.82  -13.54  -32.43   18.39     6552   75.28    0.00   999.0     999   228.48       0   8.320
19:35:47.73   454.57  -13.57  -32.51   18.29     6557  254.87-8154988979426133280000.00   999.0     999   229.51       0   8.310
19:35:48.72   454.36  -13.60  -32.58   18.20     6560  255.20-4313164436013488010000.00   999.0     999   230.53       0   8.320
19:35:49.77   454.15  -13.63  -32.65   18.11     6564   75.57    0.00   999.0     999   231.56       0   8.320
19:35:50.75   453.89  -13.65  -32.72   18.02     6568  255.07-7867475411119732950000.00   999.0     999   232.58       0   8.310
19:35:51.80   453.65  -13.67  -32.79   17.94     6572  255.40-4037920842475731160000.00   999.0     999   233.61       0   8.310
19:35:52.84   453.39  -13.68  -32.85   17.85     6576   75.75    0.00   999.0     999   234.63       0   8.320
19:35:53.88   453.11  -13.69  -32.91   17.76     6581  255.12-7550561599612629550000.00   999.0     999   235.66       0   8.310
19:35:54.87   452.88  -13.70  -32.96   17.68     6585  255.44-3806380469679514710000.00   999.0     999   236.68       0   8.310
19:35:55.92   452.64  -13.70  -33.02   17.59     6589   75.78    0.00   999.0     999   237.71       0   8.310
19:35:56.91   452.38  -13.71  -33.07   17.51     6593  255.66-7080375384233069250000.00   999.0     999   238.73       0   8.310
19:35:57.95   452.18  -13.72  -33.12   17.43     6597  255.98-3382334323121696280000.00   999.0     999   239.75       0   8.300
19:35:58.99   451.97  -13.72  -33.18   17.35     6600  255.90-10469010965256114000000.00   999.0     999   240.78       0   8.300
