   TIME       PMB      TEMP    TDEW     RH      GEOP     AZ      EL   SPEED     DIR   E.TIME   RT    Battery
               mb       øC      øC      %      meters    deg     deg   m/s      deg    secs  Status     v
Scale Factors  1.00000 1.00000   Flight # 22
20:20:42.16   557.14    1.57 9999.00   11.18     5000 9999.00 9999.00   999.0     999     0.00       0   8.430
20:21:18.85   556.46    2.02  -24.64   11.69     5010   81.78    6.22     8.7     255     1.45       0   8.380
20:21:19.89   555.95    1.86  -24.73   11.72     5017   80.70   11.00     8.7     256     2.50       0   8.380
20:21:20.94   555.43    1.71  -24.82   11.76     5025   78.85   17.52     8.7     256     3.54       0   8.370
20:21:21.98   554.87    1.54  -24.89   11.82     5033   76.38   20.85     8.8     257     4.59       0   8.370
20:21:23.02   554.31    1.36  -24.97   11.89     5041   75.50   21.33     8.8     257     5.63       0   8.380
20:21:24.07   553.73    1.05  -25.16   11.95     5049   75.93   25.27     8.8     258     6.67       0   8.360
20:21:25.11   553.16    0.76  -25.31   12.04     5058   75.85   26.83     8.7     258     7.72       0   8.370
20:21:26.15   552.60    0.55  -25.40   12.13     5066   75.82   27.45     8.7     259     8.76       0   8.370
20:21:27.20   552.05    0.38  -25.47   12.19     5074   76.78   29.75     8.6     260     9.81       0   8.370
20:21:28.24   551.54    0.22  -25.54   12.26     5081   76.32   25.34     8.6     260    10.85       0   8.370
20:21:29.28   551.02    0.10  -25.59   12.30     5089   75.44   27.86     8.6     261    11.90       0   8.350
20:21:30.33   550.50   -0.01  -25.64   12.35     5096   74.43   30.73     8.6     262    12.94       0   8.370
20:21:31.37   550.02   -0.11  -25.69   12.39     5103   74.11   28.13     8.5     262    13.99       0   8.370
20:21:32.42   549.50   -0.21  -25.72   12.44     5111   73.26   30.27     8.5     263    15.03       0   8.360
20:21:33.46   548.98   -0.31  -25.74   12.50     5119   74.07   28.61     8.5     263    16.07       0   8.370
20:21:34.50   548.46   -0.40  -25.76   12.57     5126   73.32   30.52     8.5     264    17.12       0   8.360
20:21:35.55   547.90   -0.50  -25.76   12.66     5134   72.58   32.42     8.5     264    18.16       0   8.350
20:21:36.59   547.36   -0.59  -25.75   12.76     5142   74.22   30.41     8.5     264    19.21       0   8.340
20:21:37.63   546.83   -0.69  -25.73   12.87     5150   73.61   32.09     8.5     265    20.25       0   8.360
20:21:38.68   546.31   -0.77  -25.70   12.99     5157   72.99   33.79     8.6     265    21.30       0   8.360
20:21:39.72   545.78   -0.86  -25.66   13.11     5165   75.56   32.30     8.6     265    22.34       0   8.330
20:21:40.76   545.30   -0.95  -25.61   13.26     5172   75.10   33.84     8.7     266    23.39       0   8.340
20:21:41.81   544.86   -1.03  -25.56   13.40     5179   74.63   35.38     8.8     266    24.43       0   8.340
20:21:42.85   544.37   -1.11  -25.50   13.56     5186   78.08   33.63     8.9     266    25.48       0   8.340
20:21:43.89   543.92   -1.19  -25.43   13.72     5192   77.78   35.03     8.9     266    26.52       0   8.350
20:21:44.94   543.42   -1.26  -25.37   13.87     5200   77.48   36.45     9.0     266    27.57       0   8.340
20:21:45.98   542.91   -1.33  -25.30   14.02     5207   80.27   34.33     9.0     267    28.61       0   8.340
20:21:47.08   542.40   -1.39  -25.23   14.17     5215   80.08   35.62     9.0     267    29.66       0   8.350
20:21:48.07   541.92   -1.44  -25.16   14.31     5222   79.82   37.33     9.0     267    30.70       0   8.340
20:21:49.17   541.47   -1.48  -25.09   14.45     5228   81.14   34.54     8.9     268    31.75       0   8.340
20:21:50.21   541.03   -1.52  -25.03   14.58     5235   81.00   35.70     8.9     268    32.79       0   8.320
20:21:51.25   540.62   -1.56  -24.96   14.71     5241   80.82   37.13     8.8     268    33.84       0   8.330
20:21:52.30   540.24   -1.60  -24.90   14.84     5246   82.63   34.37     8.8     269    34.88       0   8.330
20:21:53.34   539.82   -1.65  -24.84   14.96     5253   82.55   35.43     8.7     269    35.93       0   8.320
20:21:54.39   539.43   -1.70  -24.79   15.10     5258   82.45   36.60     8.7     270    36.97       0   8.340
20:21:55.43   539.06   -1.75  -24.73   15.23     5264   84.60   34.37     8.6     270    38.02       0   8.320
20:21:56.47   538.64   -1.79  -24.67   15.36     5270   84.57   35.32     8.6     271    39.06       0   8.320
20:21:57.52   538.22   -1.84  -24.62   15.49     5276   85.27   33.89     8.5     271    40.11       0   8.320
20:21:58.56   537.79   -1.88  -24.56   15.62     5282   85.26   34.78     8.5     271    41.15       0   8.330
20:21:59.60   537.34   -1.91  -24.50   15.74     5289   85.25   35.69     8.5     272    42.20       0   8.320
20:22:00.65   536.88   -1.95  -24.45   15.86     5296   85.38   34.12     8.5     272    43.24       0   8.320
20:22:01.69   536.42   -1.99  -24.40   15.98     5303   85.38   34.96     8.5     272    44.29       0   8.310
20:22:02.73   535.95   -2.02  -24.34   16.09     5310   85.38   35.80     8.5     272    45.33       0   8.310
20:22:03.78   535.67   -2.06  -24.29   16.21     5314   85.29   34.98     8.5     272    46.38       0   8.320
20:22:04.82   535.32   -2.10  -24.25   16.33     5319   85.28   35.78     8.5     272    47.42       0   8.310
20:22:05.86   534.99   -2.16  -24.22   16.45     5324   85.28   36.59     8.5     272    48.47       0   8.300
20:22:06.91   534.67   -2.24  -24.20   16.57     5329   84.76   34.47     8.5     272    49.51       0   8.310
20:22:07.95   534.11   -2.32  -24.18   16.71     5337   84.75   35.21     8.6     272    50.56       0   8.320
20:22:09.00   533.69   -2.41  -24.16   16.84     5343   84.72   36.30     8.6     272    51.60       0   8.310
20:22:10.04   533.28   -2.50  -24.14   16.98     5349   85.09   33.87     8.6     272    52.65       0   8.310
20:22:11.08   532.93   -2.58  -24.11   17.12     5355   85.08   34.55     8.6     272    53.69       0   8.310
20:22:12.13   532.54   -2.66  -24.09   17.27     5360   85.07   35.45     8.7     272    54.74       0   8.360
20:22:13.17   532.16   -2.74  -24.07   17.40     5366   85.16   34.24     8.7     272    55.79       0   8.310
20:22:14.21   531.73   -2.82  -24.06   17.52     5372   85.16   34.89     8.7     272    56.83       0   8.300
20:22:15.26   531.30   -2.91  -24.05   17.64     5379   85.15   35.67     8.8     272    57.88       0   8.360
20:22:16.30   530.86   -2.99  -24.06   17.75     5385   85.47   34.58     8.8     273    58.93       0   8.300
20:22:17.34   530.42   -3.08  -24.06   17.86     5392   85.47   35.20     8.9     273    59.97       0   8.300
20:22:18.39   529.94   -3.16  -24.06   17.97     5399   85.47   35.88     8.9     273    61.02       0   8.330
20:22:19.43   529.49   -3.25  -24.06   18.09     5406   85.43   34.71     9.0     273    62.06       0   8.300
20:22:20.53   529.00   -3.33  -24.05   18.22     5413   85.43   35.30     9.0     273    63.11       0   8.300
20:22:21.57   528.53   -3.41  -24.03   18.35     5420   85.69   34.30     9.0     273    64.16       0   8.320
20:22:22.62   528.11   -3.48  -24.01   18.49     5426   85.69   34.87     9.1     273    65.20       0   8.300
20:22:23.66   527.70   -3.55  -23.98   18.63     5433   85.70   35.44     9.1     273    66.25       0   8.300
20:22:24.70   527.31   -3.60  -23.95   18.76     5438   86.48   34.31     9.1     273    67.29       0   8.330
20:22:25.75   526.95   -3.65  -23.92   18.89     5444   86.50   34.86     9.1     273    68.34       0   8.290
20:22:26.79   526.54   -3.70  -23.88   19.01     5450   86.51   35.40     9.2     273    69.39       0   8.300
20:22:27.84   526.10   -3.75  -23.85   19.14     5457   86.10   34.65     9.2     273    70.43       0   8.320
20:22:28.88   525.66   -3.80  -23.82   19.26     5463   86.11   35.17     9.2     274    71.48       0   8.270
20:22:29.92   525.17   -3.85  -23.80   19.38     5471   86.12   35.70     9.2     274    72.52       0   8.290
20:22:30.97   524.67   -3.92  -23.78   19.50     5478   87.36   34.42     9.2     274    73.57       0   8.300
20:22:32.01   524.20   -3.99  -23.77   19.63     5485   87.39   34.92     9.3     274    74.62       0   8.280
20:22:33.05   523.73   -4.06  -23.75   19.76     5492   87.43   35.63     9.3     274    75.66       0   8.280
